Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,GEO Accession
SRR6398733,98666760,4933338000,50,1529,SRX3491908,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775757,SAMN08215629,simple,4932,Saccharomyces cerevisiae,GSM2895444,GEO,SRA640812,12,2017,Martin-Marcos,mRNA_TIF11_R13P_1,mRNA_TIF11_R13P_1,mRNA_TIF11_R13P_1,FZY010,GSM2895444
SRR6398734,93617180,4680859000,50,1475,SRX3491909,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775758,SAMN08215628,simple,4932,Saccharomyces cerevisiae,GSM2895445,GEO,SRA640812,12,2017,Martin-Marcos,mRNA_TIF11_R13P_2,mRNA_TIF11_R13P_2,mRNA_TIF11_R13P_2,FJZ011,GSM2895445
SRR6398735,97870651,4893532550,50,1473,SRX3491910,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775781,SAMN08215675,simple,4932,Saccharomyces cerevisiae,GSM2895446,GEO,SRA640812,12,2017,Martin-Marcos,mRNA_WT(for TIF11_R13P)_1,mRNA_WT(for TIF11_R13P)_1,mRNA_WT(for TIF11_R13P)_1,PMY337,GSM2895446
SRR6398736,112395131,5619756550,50,1681,SRX3491911,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775761,SAMN08215674,simple,4932,Saccharomyces cerevisiae,GSM2895447,GEO,SRA640812,12,2017,Martin-Marcos,mRNA_WT(for TIF11_R13P)_2,mRNA_WT(for TIF11_R13P)_2,mRNA_WT(for TIF11_R13P)_2,PMY338,GSM2895447
SRR6398737,61258311,3062915550,50,1265,SRX3491912,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775786,SAMN08215673,simple,4932,Saccharomyces cerevisiae,GSM2895448,GEO,SRA640812,12,2017,Martin-Marcos,ribo_TIF11_R13P_1,ribo_TIF11_R13P_1,ribo_TIF11_R13P_1,FZY010,GSM2895448
SRR6398738,46672983,2333649150,50,963,SRX3491913,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775772,SAMN08215672,simple,4932,Saccharomyces cerevisiae,GSM2895449,GEO,SRA640812,12,2017,Martin-Marcos,ribo_TIF11_R13P_2,ribo_TIF11_R13P_2,ribo_TIF11_R13P_2,FJZ011,GSM2895449
SRR6398739,186625246,9331262300,50,3196,SRX3491914,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775774,SAMN08215671,simple,4932,Saccharomyces cerevisiae,GSM2895450,GEO,SRA640812,12,2017,Martin-Marcos,ribo_WT(for TIF11_R13P)_1,ribo_WT(for TIF11_R13P)_1,ribo_WT(for TIF11_R13P)_1,PMY337,GSM2895450
SRR6398740,63978299,3198914950,50,1302,SRX3491915,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775765,SAMN08215670,simple,4932,Saccharomyces cerevisiae,GSM2895451,GEO,SRA640812,12,2017,Martin-Marcos,ribo_WT(for TIF11_R13P)_2,ribo_WT(for TIF11_R13P)_2,ribo_WT(for TIF11_R13P)_2,PMY338,GSM2895451
SRR6398741,133690719,6684535950,50,2338,SRX3491916,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775766,SAMN08215669,simple,4932,Saccharomyces cerevisiae,GSM2895452,GEO,SRA640812,12,2017,Martin-Marcos,ribo_SUI3-2(for TIF11-R13P)_1,ribo_SUI3-2(for TIF11-R13P)_1,ribo_SUI3-2(for TIF11-R13P)_1,PMY335,GSM2895452
SRR6398742,201974722,10098736100,50,3353,SRX3491917,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775767,SAMN08215668,simple,4932,Saccharomyces cerevisiae,GSM2895453,GEO,SRA640812,12,2017,Martin-Marcos,ribo_SUI3-2(for TIF11-R13P)_2,ribo_SUI3-2(for TIF11-R13P)_2,ribo_SUI3-2(for TIF11-R13P)_2,PMY336,GSM2895453
