Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,GEO Accession
SRR2064443,52066898,2655411798,51,1443,SRX1059908,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059547,PRJNA287138,28274951,"",SRS962200,SAMN03776762,simple,9606,Homo sapiens,GSM1712840,GEO,SRA273144,07,2017,Loayza-Puch,MCF10A cell line,MCF10A control batch6 RP,MCF10A cell line,MCF10A,GSM1712840
SRR2064444,52369115,2670824865,51,1454,SRX1059908,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059547,PRJNA287138,28274951,"",SRS962200,SAMN03776762,simple,9606,Homo sapiens,GSM1712840,GEO,SRA273144,07,2017,Loayza-Puch,MCF10A cell line,MCF10A control batch6 RP,MCF10A cell line,MCF10A,GSM1712841
SRR2064445,44928807,2291369157,51,1236,SRX1059909,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059547,PRJNA287138,28274951,"",SRS962199,SAMN03776763,simple,9606,Homo sapiens,GSM1712841,GEO,SRA273144,07,2017,Loayza-Puch,MCF10A cell line,MCF10A TGFb batch6 RP,MCF10A cell line,MCF10A,GSM1712842
SRR2064446,45144597,2302374447,51,1243,SRX1059909,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059547,PRJNA287138,28274951,"",SRS962199,SAMN03776763,simple,9606,Homo sapiens,GSM1712841,GEO,SRA273144,07,2017,Loayza-Puch,MCF10A cell line,MCF10A TGFb batch6 RP,MCF10A control 1 batch1 RP,MCF10A,GSM1446846
SRR2064447,37272511,1900898061,51,1047,SRX1059910,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059547,PRJNA287138,28274951,"",SRS962198,SAMN03776764,simple,9606,Homo sapiens,GSM1712842,GEO,SRA273144,07,2017,Loayza-Puch,MCF10A cell line,MCF10A TGFb esterified leucine batch6 RP,MCF10A TGFb 1 batch1 RP,MCF10A,GSM1446847
SRR2064448,37433434,1909105134,51,1052,SRX1059910,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059547,PRJNA287138,28274951,"",SRS962198,SAMN03776764,simple,9606,Homo sapiens,GSM1712842,GEO,SRA273144,07,2017,Loayza-Puch,MCF10A cell line,MCF10A TGFb esterified leucine batch6 RP,MCF10A control 1 batch1 RNAseq,MCF10A,GSM1446848
SRR1528650,39297156,2004154956,51,1344,SRX663267,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP044934,PRJNA256319,28274951,"",SRS668140,SAMN02943096,simple,9606,Homo sapiens,GSM1446846,GEO,SRA176905,07,2017,Loayza-Puch,MCF10A control 1 batch1 RP,MCF10A control 1 batch1 RP,MCF10A TGFb 1 batch1 RNAseq,MCF10A,GSM1446849
SRR1528651,51746256,2639059056,51,1720,SRX663268,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP044934,PRJNA256319,28274951,"",SRS668142,SAMN02943097,simple,9606,Homo sapiens,GSM1446847,GEO,SRA176905,07,2017,Loayza-Puch,MCF10A TGFb 1 batch1 RP,MCF10A TGFb 1 batch1 RP,MCF10A control 2 batch1 RP,MCF10A,GSM1446850
SRR1528652,85172751,4343810301,51,2630,SRX663269,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP044934,PRJNA256319,28274951,"",SRS668143,SAMN02943098,simple,9606,Homo sapiens,GSM1446848,GEO,SRA176905,07,2017,Loayza-Puch,MCF10A control 1 batch1 RNAseq,MCF10A control 1 batch1 RNAseq,MCF10A TGFb 2 batch1 RP,MCF10A,GSM1446851
SRR1528653,74927629,3821309079,51,2300,SRX663270,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP044934,PRJNA256319,28274951,"",SRS668141,SAMN02943099,simple,9606,Homo sapiens,GSM1446849,GEO,SRA176905,07,2017,Loayza-Puch,MCF10A TGFb 1 batch1 RNAseq,MCF10A TGFb 1 batch1 RNAseq,MCF10A control 1 batch2 RP,MCF10A,GSM1446852
