Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,treatment,GEO Accession
SRR11053487,29297544,1494174744,51,602,SRX7703393,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP247978,PRJNA605796,32719458,"",SRS6127463,SAMN14079072,simple,9606,Homo sapiens,GSM4305122,GEO,SRA1040654,06,2020,Jia,Randomly_synthesized_oligos,Randomly_synthesized_oligos,Randomly_synthesized_oligos,"HEK293, stably expressing H-2Kb",Originally synthesized oligo pool,GSM4305122
SRR11053488,34196812,1744037412,51,722,SRX7703394,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP247978,PRJNA605796,32719458,"",SRS6127464,SAMN14079071,simple,9606,Homo sapiens,GSM4305123,GEO,SRA1040654,06,2020,Jia,In_vivo_Monosome,In_vivo_Monosome_rep1,In_vivo_Monosome,"HEK293, stably expressing H-2Kb",In vivo translation. Sucrose gradient: Monosome fraction,GSM4305123
SRR11053489,30151592,1537731192,51,625,SRX7703395,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP247978,PRJNA605796,32719458,"",SRS6127465,SAMN14079100,simple,9606,Homo sapiens,GSM4305124,GEO,SRA1040654,06,2020,Jia,In_vivo_Polysome,In_vivo_Polysome_rep1,In_vivo_Polysome,"HEK293, stably expressing H-2Kb",In vivo translation. Sucrose gradient: Polysome fraction,GSM4305124
SRR11053490,30744583,1567973733,51,750,SRX7703396,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP247978,PRJNA605796,32719458,"",SRS6127466,SAMN14079099,simple,9606,Homo sapiens,GSM4305125,GEO,SRA1040654,06,2020,Jia,In_vivo_Monosome,In_vivo_Monosome_rep2,In_vivo_Monosome,"HEK293, stably expressing H-2Kb",In vivo translation. Sucrose gradient: Monosome fraction,GSM4305125
SRR11053491,27920155,1423927905,51,760,SRX7703397,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP247978,PRJNA605796,32719458,"",SRS6127467,SAMN14079098,simple,9606,Homo sapiens,GSM4305126,GEO,SRA1040654,06,2020,Jia,In_vivo_Polysome,In_vivo_Polysome_rep2,In_vivo_Polysome,"HEK293, stably expressing H-2Kb",In vivo translation. Sucrose gradient: Polysome fraction,GSM4305126
SRR11053492,35188430,1794609930,51,871,SRX7703398,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP247978,PRJNA605796,32719458,"",SRS6127468,SAMN14079097,simple,9606,Homo sapiens,GSM4305127,GEO,SRA1040654,06,2020,Jia,In_vivo_Ribosome_free,In_vivo_Ribosome_free_rep1,In_vivo_Ribosome_free,"HEK293, stably expressing H-2Kb",In vivo translation. Sucrose gradient: Ribosome free fraction,GSM4305127
SRR11053493,32214700,1642949700,51,817,SRX7703399,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP247978,PRJNA605796,32719458,"",SRS6127469,SAMN14079096,simple,9606,Homo sapiens,GSM4305128,GEO,SRA1040654,06,2020,Jia,In_vivo_Ribosome_free,In_vivo_Ribosome_free_rep2,In_vivo_Ribosome_free,"HEK293, stably expressing H-2Kb",In vivo translation. Sucrose gradient: Ribosome free fraction,GSM4305128
SRR11053494,27444882,1399688982,51,715,SRX7703400,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP247978,PRJNA605796,32719458,"",SRS6127470,SAMN14079095,simple,9606,Homo sapiens,GSM4305129,GEO,SRA1040654,06,2020,Jia,Non_functional_cap_Ribosome_free,Non_functional_cap_Ribosome_free,Non_functional_cap_Ribosome_free,"HEK293, stably expressing H-2Kb","Non-funtional cap, in vivo translation. Sucrose gradient: Ribosome free fraction",GSM4305129
SRR11053495,28033312,1429698912,51,727,SRX7703401,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP247978,PRJNA605796,32719458,"",SRS6127471,SAMN14079094,simple,9606,Homo sapiens,GSM4305130,GEO,SRA1040654,06,2020,Jia,Non_functional_cap_Ribosome_bound,Non_functional_cap_Ribosome_bound,Non_functional_cap_Ribosome_bound,"HEK293, stably expressing H-2Kb","Non-funtional cap, in vivo translation. Sucrose gradient: Ribosome bound fraction",GSM4305130
SRR11053496,27908150,1423315650,51,573,SRX7703402,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP247978,PRJNA605796,32719458,"",SRS6127474,SAMN14079093,simple,9606,Homo sapiens,GSM4305131,GEO,SRA1040654,06,2020,Jia,In_vivo_Gating_25D_low,In_vivo_Gating_25D_low_rep1,In_vivo_Gating_25D_low,"HEK293, stably expressing H-2Kb","In vivo translation, FACS 25D negative cells",GSM4305131
SRR11053497,26754226,1364465526,51,545,SRX7703403,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP247978,PRJNA605796,32719458,"",SRS6127473,SAMN14079092,simple,9606,Homo sapiens,GSM4305132,GEO,SRA1040654,06,2020,Jia,In_vivo_Gating_25D_high,In_vivo_Gating_25D_high_rep1,In_vivo_Gating_25D_high,"HEK293, stably expressing H-2Kb","In vivo translation, FACS 25D positive cells",GSM4305132
SRR11053498,27006326,1377322626,51,618,SRX7703404,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP247978,PRJNA605796,32719458,"",SRS6127472,SAMN14079091,simple,9606,Homo sapiens,GSM4305133,GEO,SRA1040654,06,2020,Jia,In_vivo_Gating_GFP_low,In_vivo_Gating_GFP_low_rep1,In_vivo_Gating_GFP_low,"HEK293, stably expressing H-2Kb","In vivo translation, FACS GFP negative cells",GSM4305133
SRR11053499,26753586,1364432886,51,574,SRX7703405,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP247978,PRJNA605796,32719458,"",SRS6127475,SAMN14079090,simple,9606,Homo sapiens,GSM4305134,GEO,SRA1040654,06,2020,Jia,In_vivo_Gating_GFP_high,In_vivo_Gating_GFP_high_rep1,In_vivo_Gating_GFP_high,"HEK293, stably expressing H-2Kb","In vivo translation, FACS GFP positive cells",GSM4305134
SRR11053500,30754910,1568500410,51,564,SRX7703406,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP247978,PRJNA605796,32719458,"",SRS6127476,SAMN14079089,simple,9606,Homo sapiens,GSM4305135,GEO,SRA1040654,06,2020,Jia,In_vivo_Gating_25D_low,In_vivo_Gating_25D_low_rep2,In_vivo_Gating_25D_low,"HEK293, stably expressing H-2Kb","In vivo translation, FACS 25D negative cells",GSM4305135
SRR11053501,31285927,1595582277,51,568,SRX7703407,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP247978,PRJNA605796,32719458,"",SRS6127477,SAMN14079088,simple,9606,Homo sapiens,GSM4305136,GEO,SRA1040654,06,2020,Jia,In_vivo_Gating_25D_high,In_vivo_Gating_25D_high_rep2,In_vivo_Gating_25D_high,"HEK293, stably expressing H-2Kb","In vivo translation, FACS 25D positive cells",GSM4305136
SRR11053502,33149396,1690619196,51,624,SRX7703408,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP247978,PRJNA605796,32719458,"",SRS6127478,SAMN14079087,simple,9606,Homo sapiens,GSM4305137,GEO,SRA1040654,06,2020,Jia,In_vivo_Gating_GFP_low,In_vivo_Gating_GFP_low_rep2,In_vivo_Gating_GFP_low,"HEK293, stably expressing H-2Kb","In vivo translation, FACS GFP negative cells",GSM4305137
SRR11053503,31893119,1626549069,51,635,SRX7703409,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP247978,PRJNA605796,32719458,"",SRS6127479,SAMN14079086,simple,9606,Homo sapiens,GSM4305138,GEO,SRA1040654,06,2020,Jia,In_vivo_Gating_GFP_high,In_vivo_Gating_GFP_high_rep2,In_vivo_Gating_GFP_high,"HEK293, stably expressing H-2Kb","In vivo translation, FACS GFP positive cells",GSM4305138
SRR11053504,33802641,1723934691,51,661,SRX7703410,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP247978,PRJNA605796,32719458,"",SRS6127480,SAMN14079085,simple,9606,Homo sapiens,GSM4305139,GEO,SRA1040654,06,2020,Jia,In_vivo_Half_life_2h,In_vivo_Half_life_2h_rep1,In_vivo_Half_life_2h,"HEK293, stably expressing H-2Kb",In vivo half life. RNA levels at 2h time point,GSM4305139
SRR11053505,33500719,1708536669,51,645,SRX7703411,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP247978,PRJNA605796,32719458,"",SRS6127481,SAMN14079084,simple,9606,Homo sapiens,GSM4305140,GEO,SRA1040654,06,2020,Jia,In_vivo_Half_life_5h,In_vivo_Half_life_5h_rep1,In_vivo_Half_life_5h,"HEK293, stably expressing H-2Kb",In vivo half life. RNA levels at 5h time point,GSM4305140
SRR11053506,34798132,1774704732,51,634,SRX7703412,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP247978,PRJNA605796,32719458,"",SRS6127482,SAMN14079083,simple,9606,Homo sapiens,GSM4305141,GEO,SRA1040654,06,2020,Jia,In_vivo_Half_life_2h,In_vivo_Half_life_2h_rep2,In_vivo_Half_life_2h,"HEK293, stably expressing H-2Kb",In vivo half life. RNA levels at 2h time point,GSM4305141
SRR11053507,44811001,2285361051,51,809,SRX7703413,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP247978,PRJNA605796,32719458,"",SRS6127483,SAMN14079082,simple,9606,Homo sapiens,GSM4305142,GEO,SRA1040654,06,2020,Jia,In_vivo_Half_life_5h,In_vivo_Half_life_5h_rep2,In_vivo_Half_life_5h,"HEK293, stably expressing H-2Kb",In vivo half life. RNA levels at 5h time point,GSM4305142
SRR11053508,27683919,1411879869,51,592,SRX7703414,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP247978,PRJNA605796,32719458,"",SRS6127485,SAMN14079081,simple,9606,Homo sapiens,GSM4305143,GEO,SRA1040654,06,2020,Jia,In_vitro_Half_life_0min,In_vitro_Half_life_0min,In_vitro_Half_life_0min,"HEK293, stably expressing H-2Kb",In vitro half life. RNA levels at 0 min time point,GSM4305143
