Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,GEO Accession
SRR13884512,84742913,2721075648,32,1183,SRX10264789,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309704,PRJNA707431,35137207,"",SRS8398417,SAMN18205312,simple,9606,Homo sapiens,GSM5140235,GEO,SRA1203922,07,2021,Luan,Cell line:A549,siL3.Riboseq,Cell line:A549,A549,GSM5140235
SRR13884513,44074383,1384453930,31,1136,SRX10264790,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309704,PRJNA707431,35137207,"",SRS8398418,SAMN18205310,simple,9606,Homo sapiens,GSM5140236,GEO,SRA1203922,07,2021,Luan,Cell line:A549,siL4.Riboseq,Cell line:A549,A549,GSM5140236
SRR13884514,64465783,1994417117,30,1075,SRX10264791,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309704,PRJNA707431,35137207,"",SRS8398420,SAMN18205308,simple,9606,Homo sapiens,GSM5140237,GEO,SRA1203922,07,2021,Luan,Cell line:A549,siL5.Riboseq,Cell line:A549,A549,GSM5140237
SRR13884515,68453965,2134186379,31,1147,SRX10264792,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309704,PRJNA707431,35137207,"",SRS8398419,SAMN18205306,simple,9606,Homo sapiens,GSM5140238,GEO,SRA1203922,07,2021,Luan,Cell line:A549,siL6.Riboseq,Cell line:A549,A549,GSM5140238
SRR13884516,48569657,1491119359,30,806,SRX10264793,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309704,PRJNA707431,35137207,"",SRS8398421,SAMN18205304,simple,9606,Homo sapiens,GSM5140239,GEO,SRA1203922,07,2021,Luan,Cell line:A549,siL7.Riboseq,Cell line:A549,A549,GSM5140239
SRR13884517,63516744,1989670403,31,913,SRX10264794,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309704,PRJNA707431,35137207,"",SRS8398424,SAMN18205302,simple,9606,Homo sapiens,GSM5140240,GEO,SRA1203922,07,2021,Luan,Cell line:A549,siL7A.Riboseq,Cell line:A549,A549,GSM5140240
SRR13884518,45888362,1429909749,31,822,SRX10264795,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309704,PRJNA707431,35137207,"",SRS8398423,SAMN18205345,simple,9606,Homo sapiens,GSM5140241,GEO,SRA1203922,07,2021,Luan,Cell line:A549,siL8.Riboseq,Cell line:A549,A549,GSM5140241
SRR13884519,54249841,1690123789,31,1256,SRX10264796,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309704,PRJNA707431,35137207,"",SRS8398422,SAMN18205344,simple,9606,Homo sapiens,GSM5140242,GEO,SRA1203922,07,2021,Luan,Cell line:A549,siL9.Riboseq,Cell line:A549,A549,GSM5140242
SRR13884696,24349903,3433796529,141,659,SRX10264797,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP309704,PRJNA707431,35137207,"",SRS8398425,SAMN18205227,simple,9606,Homo sapiens,GSM5140419,GEO,SRA1203922,07,2021,Luan,Cell line:A549,siS24_RNAseq,Cell line:A549,A549,GSM5140419
SRR13884697,25362013,3549347795,139,686,SRX10264798,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP309704,PRJNA707431,35137207,"",SRS8398426,SAMN18205359,simple,9606,Homo sapiens,GSM5140420,GEO,SRA1203922,07,2021,Luan,Cell line:A549,siS25_RNAseq,Cell line:A549,A549,GSM5140420
SRR13884698,44765590,6187102397,138,1153,SRX10264799,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP309704,PRJNA707431,35137207,"",SRS8398427,SAMN18205358,simple,9606,Homo sapiens,GSM5140421,GEO,SRA1203922,07,2021,Luan,Cell line:A549,siS26_5_1_RNAseq,Cell line:A549,A549,GSM5140421
SRR13884699,49741668,6854890578,137,1267,SRX10264800,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP309704,PRJNA707431,35137207,"",SRS8398428,SAMN18205357,simple,9606,Homo sapiens,GSM5140422,GEO,SRA1203922,07,2021,Luan,Cell line:A549,siS26_5_2_RNAseq,Cell line:A549,A549,GSM5140422
SRR13884700,27373355,3849439352,140,735,SRX10264801,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP309704,PRJNA707431,35137207,"",SRS8398429,SAMN18205355,simple,9606,Homo sapiens,GSM5140423,GEO,SRA1203922,07,2021,Luan,Cell line:A549,siS27_RNAseq,Cell line:A549,A549,GSM5140423
SRR13884701,26669708,3778577749,141,714,SRX10264802,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP309704,PRJNA707431,35137207,"",SRS8398430,SAMN18205205,simple,9606,Homo sapiens,GSM5140424,GEO,SRA1203922,07,2021,Luan,Cell line:A549,siS27L_RNAseq,Cell line:A549,A549,GSM5140424
SRR13884702,23976205,3364167613,140,651,SRX10264803,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP309704,PRJNA707431,35137207,"",SRS8398431,SAMN18205204,simple,9606,Homo sapiens,GSM5140425,GEO,SRA1203922,07,2021,Luan,Cell line:A549,siS28_RNAseq,Cell line:A549,A549,GSM5140425
SRR13884703,40064842,5571944350,139,851,SRX10264804,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP309704,PRJNA707431,35137207,"",SRS8398432,SAMN18205203,simple,9606,Homo sapiens,GSM5140426,GEO,SRA1203922,07,2021,Luan,Cell line:A549,siS29_RNAseq,Cell line:A549,A549,GSM5140426
SRR13884536,50925337,1569015399,30,738,SRX10264805,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309704,PRJNA707431,35137207,"",SRS8398433,SAMN18205137,simple,9606,Homo sapiens,GSM5140259,GEO,SRA1203922,07,2021,Luan,Cell line:A549,siL23.Riboseq,Cell line:A549,A549,GSM5140259
SRR13884537,48881773,1512411107,30,709,SRX10264806,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309704,PRJNA707431,35137207,"",SRS8398434,SAMN18205326,simple,9606,Homo sapiens,GSM5140260,GEO,SRA1203922,07,2021,Luan,Cell line:A549,siL23A.Riboseq,Cell line:A549,A549,GSM5140260
SRR13884538,54823961,1660711890,30,550,SRX10264807,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309704,PRJNA707431,35137207,"",SRS8398435,SAMN18205368,simple,9606,Homo sapiens,GSM5140261,GEO,SRA1203922,07,2021,Luan,Cell line:A549,siL24_9_1.Riboseq,Cell line:A549,A549,GSM5140261
SRR13884539,70672875,2143437023,30,696,SRX10264808,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309704,PRJNA707431,35137207,"",SRS8398437,SAMN18205366,simple,9606,Homo sapiens,GSM5140262,GEO,SRA1203922,07,2021,Luan,Cell line:A549,siL24_9_2.Riboseq,Cell line:A549,A549,GSM5140262
SRR13884540,95442755,2976337416,31,1734,SRX10264809,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309704,PRJNA707431,35137207,"",SRS8398436,SAMN18205136,simple,9606,Homo sapiens,GSM5140263,GEO,SRA1203922,07,2021,Luan,Cell line:A549,siL26.Riboseq,Cell line:A549,A549,GSM5140263
SRR13884541,89367858,2805922334,31,1625,SRX10264810,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309704,PRJNA707431,35137207,"",SRS8398438,SAMN18205162,simple,9606,Homo sapiens,GSM5140264,GEO,SRA1203922,07,2021,Luan,Cell line:A549,siL28.Riboseq,Cell line:A549,A549,GSM5140264
SRR13884542,65259063,1972468368,30,667,SRX10264811,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309704,PRJNA707431,35137207,"",SRS8398439,SAMN18205161,simple,9606,Homo sapiens,GSM5140265,GEO,SRA1203922,07,2021,Luan,Cell line:A549,siL29_10_1.Riboseq,Cell line:A549,A549,GSM5140265
SRR13884543,63567021,1909446544,30,609,SRX10264812,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309704,PRJNA707431,35137207,"",SRS8398441,SAMN18205160,simple,9606,Homo sapiens,GSM5140266,GEO,SRA1203922,07,2021,Luan,Cell line:A549,siL29_10_2.Riboseq,Cell line:A549,A549,GSM5140266
SRR13884568,88668605,2773802212,31,1619,SRX10264813,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309704,PRJNA707431,35137207,"",SRS8398440,SAMN18205098,simple,9606,Homo sapiens,GSM5140291,GEO,SRA1203922,07,2021,Luan,Cell line:A549,siP0.Riboseq,Cell line:A549,A549,GSM5140291
SRR13884569,75292222,2382531016,31,1291,SRX10264814,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309704,PRJNA707431,35137207,"",SRS8398442,SAMN18205097,simple,9606,Homo sapiens,GSM5140292,GEO,SRA1203922,07,2021,Luan,Cell line:A549,siP1.Riboseq,Cell line:A549,A549,GSM5140292
