Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,GEO Accession
SRR387838,20616524,824660960,40,395,SRX110516,GSM843714: mRNA-seq for exponential vegetative cells of the strain 14201 (used for the ndt80 release timecourse),RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281734,SAMN00761896,simple,4932,Saccharomyces cerevisiae,GSM843714,GEO,SRA048501,01,2012,Brar,S. cerevisiae vegetative,mRNA-seq for exponential vegetative cells of the strain 14201 (used for the ndt80 release timecourse),S. cerevisiae vegetative,SK1,GSM843714
SRR387839,20842955,833718200,,372,SRX110517,GSM843715: mRNA-seq for exponential vegetative cells of the strain gb15 (used for the traditional timecourse),RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281735,SAMN00761897,simple,4932,Saccharomyces cerevisiae,GSM843715,GEO,SRA048501,01,2012,Brar,S. cerevisiae vegetative,mRNA-seq for exponential vegetative cells of the strain gb15 (used for the traditional timecourse),S. cerevisiae vegetative,SK1,GSM843715
SRR387840,16618005,664720200,40,308,SRX110518,GSM843716: mRNA-seq for the A timepoint of the traditional timecourse (premeiotic),RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281736,SAMN00761898,simple,4932,Saccharomyces cerevisiae,GSM843716,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,mRNA-seq for the A timepoint of the traditional timecourse (premeiotic),S. cerevisiae sporulation media,SK1,GSM843716
SRR387841,19609421,784376840,40,393,SRX110519,GSM843717: mRNA-seq for the B timepoint of the traditional timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281737,SAMN00761899,simple,4932,Saccharomyces cerevisiae,GSM843717,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,mRNA-seq for the B timepoint of the traditional timecourse,S. cerevisiae sporulation media,SK1,GSM843717
SRR387842,20362179,814487160,40,390,SRX110520,GSM843718: mRNA-seq for the D timepoint of the traditional timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281738,SAMN00761900,simple,4932,Saccharomyces cerevisiae,GSM843718,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,mRNA-seq for the D timepoint of the traditional timecourse,S. cerevisiae sporulation media,SK1,GSM843718
SRR387843,18176190,727047600,40,354,SRX110521,GSM843719: mRNA-seq for the E timepoint of the traditional timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281739,SAMN00761901,simple,4932,Saccharomyces cerevisiae,GSM843719,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,mRNA-seq for the E timepoint of the traditional timecourse,S. cerevisiae sporulation media,SK1,GSM843719
SRR387844,10795743,431829720,40,346,SRX110522,GSM843720: mRNA-seq for the F timepoint of the traditional timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281740,SAMN00761902,simple,4932,Saccharomyces cerevisiae,GSM843720,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,mRNA-seq for the F timepoint of the traditional timecourse,S. cerevisiae sporulation media,SK1,GSM843720
SRR387845,9833896,393355840,40,317,SRX110523,GSM843721: mRNA-seq for the G timepoint of the traditional timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281741,SAMN00761903,simple,4932,Saccharomyces cerevisiae,GSM843721,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,mRNA-seq for the G timepoint of the traditional timecourse,S. cerevisiae sporulation media,SK1,GSM843721
SRR387846,7519846,300793840,40,179,SRX110524,GSM843722: mRNA-seq for the i timepoint of the traditional timecourse (the first lane of this),RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281742,SAMN00761904,simple,4932,Saccharomyces cerevisiae,GSM843722,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,mRNA-seq for the i timepoint of the traditional timecourse (the first lane of this),S. cerevisiae sporulation media,SK1,GSM843722
SRR387847,12975818,519032720,40,289,SRX110525,GSM843723: mRNA-seq for the i timepoint of the traditional timecourse (the second lane of this),RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281743,SAMN00761905,simple,4932,Saccharomyces cerevisiae,GSM843723,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,mRNA-seq for the i timepoint of the traditional timecourse (the second lane of this),S. cerevisiae sporulation media,SK1,GSM843723
