Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,GEO Accession
SRR13734362,56660377,2833018850,50,913,SRX10121909,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP306894,PRJNA702531,33764298,"",SRS8276540,SAMN17973663,simple,4932,Saccharomyces cerevisiae,GSM5090369,GEO,SRA1197275,03,2021,Gaikwad,Whole cells,Ribo_WT1_replicate_1,Whole cells,BY4741 (MATa his3-[delta]1 leu2[delta]0 met15[delta]0 ura3[delta]0),GSM5090369
SRR13734363,37678719,1883935950,50,601,SRX10121910,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP306894,PRJNA702531,33764298,"",SRS8276541,SAMN17973662,simple,4932,Saccharomyces cerevisiae,GSM5090370,GEO,SRA1197275,03,2021,Gaikwad,Whole cells,Ribo_WT1_replicate_2,Whole cells,BY4741 (MATa his3-[delta]1 leu2[delta]0 met15[delta]0 ura3[delta]0),GSM5090370
SRR13734364,57312699,2865634950,50,909,SRX10121911,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP306894,PRJNA702531,33764298,"",SRS8276542,SAMN17973661,simple,4932,Saccharomyces cerevisiae,GSM5090371,GEO,SRA1197275,03,2021,Gaikwad,Whole cells,Ribo_tma∆∆_replicate_1,Whole cells,H4520 (MATa his3[delta]1 leu2[delta]0 met15[delta]0 ura3[delta]0 tma64[delta]::hygMX4 tma20[delta]::kanMX4),GSM5090371
SRR13734365,49393083,2469654150,50,783,SRX10121912,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP306894,PRJNA702531,33764298,"",SRS8276543,SAMN17973659,simple,4932,Saccharomyces cerevisiae,GSM5090372,GEO,SRA1197275,03,2021,Gaikwad,Whole cells,Ribo_tma∆∆_replicate_2,Whole cells,H4520 (MATa his3[delta]1 leu2[delta]0 met15[delta]0 ura3[delta]0 tma64[delta]::hygMX4 tma20[delta]::kanMX4),GSM5090372
SRR13734366,55868129,2793406450,50,916,SRX10121913,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP306894,PRJNA702531,33764298,"",SRS8276544,SAMN17973657,simple,4932,Saccharomyces cerevisiae,GSM5090373,GEO,SRA1197275,03,2021,Gaikwad,Whole cells,Ribo_WT1+SM_replicate_1,Whole cells,BY4741 (MATa his3-[delta]1 leu2[delta]0 met15[delta]0 ura3[delta]0),GSM5090373
SRR13734367,44157868,2207893400,50,709,SRX10121914,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP306894,PRJNA702531,33764298,"",SRS8276545,SAMN17973655,simple,4932,Saccharomyces cerevisiae,GSM5090374,GEO,SRA1197275,03,2021,Gaikwad,Whole cells,Ribo_WT1+SM_replicate_2,Whole cells,BY4741 (MATa his3-[delta]1 leu2[delta]0 met15[delta]0 ura3[delta]0),GSM5090374
SRR13734368,80047986,4002399300,50,1344,SRX10121915,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP306894,PRJNA702531,33764298,"",SRS8276546,SAMN17973654,simple,4932,Saccharomyces cerevisiae,GSM5090375,GEO,SRA1197275,03,2021,Gaikwad,Whole cells,mRNA_WT1_replicate_1,Whole cells,BY4741 (MATa his3-[delta]1 leu2[delta]0 met15[delta]0 ura3[delta]0),GSM5090375
SRR13734369,98714661,4935733050,50,1640,SRX10121916,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP306894,PRJNA702531,33764298,"",SRS8276547,SAMN17973652,simple,4932,Saccharomyces cerevisiae,GSM5090376,GEO,SRA1197275,03,2021,Gaikwad,Whole cells,mRNA_WT1_replicate_2,Whole cells,BY4741 (MATa his3-[delta]1 leu2[delta]0 met15[delta]0 ura3[delta]0),GSM5090376
SRR13734370,69802898,3490144900,50,1164,SRX10121917,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP306894,PRJNA702531,33764298,"",SRS8276548,SAMN17973651,simple,4932,Saccharomyces cerevisiae,GSM5090377,GEO,SRA1197275,03,2021,Gaikwad,Whole cells,mRNA_tma∆∆_replicate_1,Whole cells,H4520 (MATa his3[delta]1 leu2[delta]0 met15[delta]0 ura3[delta]0 tma64[delta]::hygMX4 tma20[delta]::kanMX4),GSM5090377
SRR13734371,107882729,5394136450,50,1788,SRX10121918,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP306894,PRJNA702531,33764298,"",SRS8276549,SAMN17973649,simple,4932,Saccharomyces cerevisiae,GSM5090378,GEO,SRA1197275,03,2021,Gaikwad,Whole cells,mRNA_tma∆∆_replicate_2,Whole cells,H4520 (MATa his3[delta]1 leu2[delta]0 met15[delta]0 ura3[delta]0 tma64[delta]::hygMX4 tma20[delta]::kanMX4),GSM5090378
