Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,treatment,GEO Accession
SRR944646,35031546,1173727381,33,869,SRX329052,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028325,PRJNA213675,23453015,"",SRS465162,SAMN02297652,simple,9606,Homo sapiens,GSM1197605,GEO,SRA096240,11,2013,Niu,HeLa cell,YTHDF2-PAR-CLIP-rep1 A1,HeLa cell,HeLa,over-express N-terminal flag-tagged YTHDF2 for 24h (0.75ug plasmid/mL),GSM1197605
SRR944647,25506982,2550698200,100,1499,SRX329053,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028325,PRJNA213675,23453015,"",SRS465163,SAMN02297654,simple,9606,Homo sapiens,GSM1197606,GEO,SRA096240,07,2015,Niu,HeLa cell,YTHDF2-PAR-CLIP-rep2 A2,HeLa cell,HeLa,over-express N-terminal flag-tagged YTHDF2 for 24h (0.75ug plasmid/mL),GSM1197606
SRR944648,32589998,3258999800,100,1956,SRX329054,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028325,PRJNA213675,23453015,"",SRS465164,SAMN02297653,simple,9606,Homo sapiens,GSM1197607,GEO,SRA096240,07,2015,Niu,HeLa cell,YTHDF2-PAR-CLIP-rep3 A3,HeLa cell,HeLa,over-express N-terminal flag-tagged YTHDF2 for 24h (0.75ug plasmid/mL),GSM1197607
SRR944649,60233523,6023352300,100,3722,SRX329055,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028325,PRJNA213675,23453015,"",SRS465165,SAMN02297658,simple,9606,Homo sapiens,GSM1197608,GEO,SRA096240,07,2015,Niu,HeLa cell,YTHDF2-RIP-IP-rep1 B1,HeLa cell,HeLa,over-express N-terminal flag-tagged YTHDF2 for 24h (0.75ug plasmid/mL),GSM1197608
SRR944650,27934576,2793457600,100,1766,SRX329056,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028325,PRJNA213675,23453015,"",SRS465166,SAMN02297656,simple,9606,Homo sapiens,GSM1197609,GEO,SRA096240,07,2015,Niu,HeLa cell,YTHDF2-RIP-IP-rep2 B2,HeLa cell,HeLa,over-express N-terminal flag-tagged YTHDF2 for 24h (0.75ug plasmid/mL),GSM1197609
SRR944651,42383268,4238326800,100,2695,SRX329057,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028325,PRJNA213675,23453015,"",SRS465167,SAMN02297655,simple,9606,Homo sapiens,GSM1197610,GEO,SRA096240,07,2015,Niu,HeLa cell,YTHDF2-RIP-input polyA B3,HeLa cell,HeLa,over-express N-terminal flag-tagged YTHDF2 for 24h (0.75ug plasmid/mL),GSM1197610
SRR944652,33558367,3355836700,100,2160,SRX329058,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028325,PRJNA213675,23453015,"",SRS465168,SAMN02297659,simple,9606,Homo sapiens,GSM1197611,GEO,SRA096240,07,2015,Niu,HeLa cell,YTHDF2-RIP-input ribominus B4,HeLa cell,HeLa,over-express N-terminal flag-tagged YTHDF2 for 24h(0.75ug plasmid/mL),GSM1197611
SRR944653,29565498,2956549800,100,1957,SRX329059,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028325,PRJNA213675,23453015,"",SRS465169,SAMN02297657,simple,9606,Homo sapiens,GSM1197612,GEO,SRA096240,07,2015,Niu,HeLa cell,Ribosome profiling rep1-SiControl-RPF C1,HeLa cell,HeLa,40nM siRNA knock-down for 48h,GSM1197612
SRR944654,62803902,6280390200,100,4189,SRX329060,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028325,PRJNA213675,23453015,"",SRS465170,SAMN02297660,simple,9606,Homo sapiens,GSM1197613,GEO,SRA096240,07,2015,Niu,HeLa cell,Ribosome profiling rep1-SiControl-input-polyA C2,HeLa cell,HeLa,40nM siRNA knock-down for 48h,GSM1197613
SRR944655,26371551,2637155100,100,1733,SRX329061,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028325,PRJNA213675,23453015,"",SRS465171,SAMN02297661,simple,9606,Homo sapiens,GSM1197614,GEO,SRA096240,07,2015,Niu,HeLa cell,Ribosome profiling rep1-SiYTHDF2-RPF C3,HeLa cell,HeLa,40nM siRNA knock-down for 48h,GSM1197614
SRR944656,35941531,3594153100,100,2405,SRX329062,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028325,PRJNA213675,23453015,"",SRS465172,SAMN02297663,simple,9606,Homo sapiens,GSM1197615,GEO,SRA096240,07,2015,Niu,HeLa cell,Ribosome profiling rep1-SiYTHDF2-input-polyA C4,HeLa cell,HeLa,40nM siRNA knock-down for 48h,GSM1197615
SRR944657,27324308,2732430800,100,1759,SRX329063,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028325,PRJNA213675,23453015,"",SRS465173,SAMN02297662,simple,9606,Homo sapiens,GSM1197616,GEO,SRA096240,07,2015,Niu,HeLa cell,Ribosome profiling rep2-SiControl-input-ribominus C7,HeLa cell,HeLa,40nM siRNA knock-down for 48h,GSM1197616
SRR944658,33031380,3303138000,100,2137,SRX329064,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028325,PRJNA213675,23453015,"",SRS465174,SAMN02297664,simple,9606,Homo sapiens,GSM1197617,GEO,SRA096240,07,2015,Niu,HeLa cell,Ribosome profiling rep2-SiControl-input-polyA C6,HeLa cell,HeLa,40nM siRNA knock-down for 48h,GSM1197617
SRR944659,36965794,3696579400,100,2299,SRX329065,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028325,PRJNA213675,23453015,"",SRS465175,SAMN02297665,simple,9606,Homo sapiens,GSM1197618,GEO,SRA096240,07,2015,Niu,HeLa cell,Ribosome profiling rep2-SiControl-RPF C5,HeLa cell,HeLa,40nM siRNA knock-down for 48h,GSM1197618
SRR944660,57833548,5783354800,100,3690,SRX329066,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028325,PRJNA213675,23453015,"",SRS465176,SAMN02297666,simple,9606,Homo sapiens,GSM1197619,GEO,SRA096240,07,2015,Niu,HeLa cell,Ribosome profiling rep2-SiYTHDF2-input-ribominus C10,HeLa cell,HeLa,40nM siRNA knock-down for 48h,GSM1197619
SRR944661,29419545,2941954500,100,1881,SRX329067,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028325,PRJNA213675,23453015,"",SRS465177,SAMN02297667,simple,9606,Homo sapiens,GSM1197620,GEO,SRA096240,07,2015,Niu,HeLa cell,Ribosome profiling rep2-SiYTHDF2-input-polyA C9,HeLa cell,HeLa,40nM siRNA knock-down for 48h,GSM1197620
SRR944662,39628591,3962859100,100,2447,SRX329068,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028325,PRJNA213675,23453015,"",SRS465178,SAMN02297669,simple,9606,Homo sapiens,GSM1197621,GEO,SRA096240,07,2015,Niu,HeLa cell,Ribosome profiling rep2-SiYTHDF2-RPF C8,HeLa cell,HeLa,40nM siRNA knock-down for 48h,GSM1197621
SRR944663,20320604,2032060400,100,1277,SRX329069,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028325,PRJNA213675,23453015,"",SRS465179,SAMN02297668,simple,9606,Homo sapiens,GSM1197622,GEO,SRA096240,11,2013,Niu,HeLa cell,mRNA lifetime-SiControl-TI-0h D1,HeLa cell,HeLa,"40nM siRNA knock-down for 48h, then add actinomycin for 0h",GSM1197622
SRR944664,17552245,1755224500,100,1109,SRX329070,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028325,PRJNA213675,23453015,"",SRS465180,SAMN02297670,simple,9606,Homo sapiens,GSM1197623,GEO,SRA096240,11,2013,Niu,HeLa cell,mRNA lifetime-SiControl-TI-3h D2,HeLa cell,HeLa,"40nM siRNA knock-down for 48h, then add actinomycin for 3h",GSM1197623
SRR944665,25815824,2581582400,100,1624,SRX329071,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028325,PRJNA213675,23453015,"",SRS465181,SAMN02297671,simple,9606,Homo sapiens,GSM1197624,GEO,SRA096240,11,2013,Niu,HeLa cell,mRNA lifetime-SiControl-TI-6h D3,HeLa cell,HeLa,"40nM siRNA knock-down for 48h, then add actinomycin for 6h",GSM1197624
SRR944666,24074368,2407436800,100,1638,SRX329072,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028325,PRJNA213675,23453015,"",SRS465182,SAMN02297672,simple,9606,Homo sapiens,GSM1197625,GEO,SRA096240,11,2013,Niu,HeLa cell,mRNA lifetime-SiYTHDF2-TI-0h D4,HeLa cell,HeLa,"40nM siRNA knock-down for 48h, then add actinomycin for 0h",GSM1197625
SRR944667,19641191,1964119100,100,1337,SRX329073,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028325,PRJNA213675,23453015,"",SRS465183,SAMN02297674,simple,9606,Homo sapiens,GSM1197626,GEO,SRA096240,11,2013,Niu,HeLa cell,mRNA lifetime-SiYTHDF2-TI-3h D5,HeLa cell,HeLa,"40nM siRNA knock-down for 48h, then add actinomycin for 3h",GSM1197626
SRR944668,28305440,2830544000,100,1803,SRX329074,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028325,PRJNA213675,23453015,"",SRS465184,SAMN02297676,simple,9606,Homo sapiens,GSM1197627,GEO,SRA096240,11,2013,Niu,HeLa cell,mRNA lifetime-SiYTHDF2-TI-6h D6,HeLa cell,HeLa,"40nM siRNA knock-down for 48h, then add actinomycin for 6h",GSM1197627
SRR944669,24862600,2486260000,100,1598,SRX329075,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028325,PRJNA213675,23453015,"",SRS465185,SAMN02297673,simple,9606,Homo sapiens,GSM1197628,GEO,SRA096240,07,2015,Niu,HeLa cell,mRNA lifetime-SiControl-TI-0h E1,HeLa cell,HeLa,"40nM siRNA knock-down for 48h, then add actinomycin for 0h",GSM1197628
SRR944670,29106753,2910675300,100,1833,SRX329076,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028325,PRJNA213675,23453015,"",SRS465186,SAMN02297675,simple,9606,Homo sapiens,GSM1197629,GEO,SRA096240,07,2015,Niu,HeLa cell,mRNA lifetime-SiControl-TI-3h E2,HeLa cell,HeLa,"40nM siRNA knock-down for 48h, then add actinomycin for 3h",GSM1197629
SRR944671,42971395,4297139500,100,2642,SRX329077,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028325,PRJNA213675,23453015,"",SRS465187,SAMN02297678,simple,9606,Homo sapiens,GSM1197630,GEO,SRA096240,07,2015,Niu,HeLa cell,mRNA lifetime-SiControl-TI-6h E3,HeLa cell,HeLa,"40nM siRNA knock-down for 48h, then add actinomycin for 6h",GSM1197630
SRR944672,27670321,2767032100,100,1735,SRX329078,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028325,PRJNA213675,23453015,"",SRS465188,SAMN02297677,simple,9606,Homo sapiens,GSM1197631,GEO,SRA096240,07,2015,Niu,HeLa cell,mRNA lifetime-SiYTHDF2-TI-0h E4,HeLa cell,HeLa,"40nM siRNA knock-down for 48h, then add actinomycin for 0h",GSM1197631
SRR944673,33433139,3343313900,100,2080,SRX329079,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028325,PRJNA213675,23453015,"",SRS465189,SAMN02297679,simple,9606,Homo sapiens,GSM1197632,GEO,SRA096240,07,2015,Niu,HeLa cell,mRNA lifetime-SiYTHDF2-TI-3h E5,HeLa cell,HeLa,"40nM siRNA knock-down for 48h, then add actinomycin for 3h",GSM1197632
SRR944674,23289788,2328978800,100,1446,SRX329080,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028325,PRJNA213675,23453015,"",SRS465190,SAMN02297680,simple,9606,Homo sapiens,GSM1197633,GEO,SRA096240,07,2015,Niu,HeLa cell,mRNA lifetime-SiYTHDF2-TI-6h E6,HeLa cell,HeLa,"40nM siRNA knock-down for 48h, then add actinomycin for 6h",GSM1197633
