Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,cell type,genotype,treatment
SRR19179258,53909713,16280733326,151,5305,SRX15244516,GSM6135253,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP374972,PRJNA837608,1,"",SRS12977445,SAMN28209269,simple,9606,Homo sapiens,GSM6135253,"Rissland lab, BMG, University Of CO Anschutz Medical Campus",SRA1419583,05,2022,Makar,HEK293T,Riboseq_nonopt_1,HEK293T,HEK293T,Human embryonic kidney,WT,transfected - SM-nonopt FLuc-GFP
SRR19179257,93492731,28234804762,151,9116,SRX15244517,GSM6135254,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP374972,PRJNA837608,1,"",SRS12977446,SAMN28209268,simple,9606,Homo sapiens,GSM6135254,"Rissland lab, BMG, University Of CO Anschutz Medical Campus",SRA1419583,05,2022,Makar,HEK293T,Riboseq_nonopt_2,HEK293T,HEK293T,Human embryonic kidney,WT,transfected - SM-nonopt FLuc-GFP
SRR19179256,73024524,22053406248,151,7125,SRX15244518,GSM6135255,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP374972,PRJNA837608,1,"",SRS12977447,SAMN28209267,simple,9606,Homo sapiens,GSM6135255,"Rissland lab, BMG, University Of CO Anschutz Medical Campus",SRA1419583,05,2022,Makar,HEK293T,Riboseq_nonopt_3,HEK293T,HEK293T,Human embryonic kidney,WT,transfected - SM-nonopt FLuc-GFP
SRR19179255,14425863,4356610626,151,1416,SRX15244519,GSM6135256,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP374972,PRJNA837608,1,"",SRS12977448,SAMN28209266,simple,9606,Homo sapiens,GSM6135256,"Rissland lab, BMG, University Of CO Anschutz Medical Campus",SRA1419583,05,2022,Makar,HEK293T,Riboseq_opt_1,HEK293T,HEK293T,Human embryonic kidney,WT,transfected - SM-opt FLuc-GFP
SRR19179254,50394876,15219252552,151,4873,SRX15244520,GSM6135257,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP374972,PRJNA837608,1,"",SRS12977449,SAMN28209265,simple,9606,Homo sapiens,GSM6135257,"Rissland lab, BMG, University Of CO Anschutz Medical Campus",SRA1419583,05,2022,Makar,HEK293T,Riboseq_opt_2,HEK293T,HEK293T,Human embryonic kidney,WT,transfected - SM-opt FLuc-GFP
SRR19179253,75392075,22768406650,151,7273,SRX15244521,GSM6135258,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP374972,PRJNA837608,1,"",SRS12977450,SAMN28209264,simple,9606,Homo sapiens,GSM6135258,"Rissland lab, BMG, University Of CO Anschutz Medical Campus",SRA1419583,05,2022,Makar,HEK293T,Riboseq_opt_3,HEK293T,HEK293T,Human embryonic kidney,WT,transfected - SM-opt FLuc-GFP
SRR19179252,58749573,17742371046,151,5695,SRX15244522,GSM6135259,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP374972,PRJNA837608,1,"",SRS12977451,SAMN28209263,simple,9606,Homo sapiens,GSM6135259,"Rissland lab, BMG, University Of CO Anschutz Medical Campus",SRA1419583,05,2022,Makar,HEK293T,RNAseq_nonopt_1,HEK293T,HEK293T,Human embryonic kidney,WT,transfected - SM-nonopt FLuc-GFP
SRR19179251,53797530,16246854060,151,5226,SRX15244523,GSM6135260,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP374972,PRJNA837608,1,"",SRS12977452,SAMN28209262,simple,9606,Homo sapiens,GSM6135260,"Rissland lab, BMG, University Of CO Anschutz Medical Campus",SRA1419583,05,2022,Makar,HEK293T,RNAseq_nonopt_2,HEK293T,HEK293T,Human embryonic kidney,WT,transfected - SM-nonopt FLuc-GFP
SRR19179250,62738977,18947171054,151,6044,SRX15244524,GSM6135261,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP374972,PRJNA837608,1,"",SRS12977453,SAMN28209261,simple,9606,Homo sapiens,GSM6135261,"Rissland lab, BMG, University Of CO Anschutz Medical Campus",SRA1419583,05,2022,Makar,HEK293T,RNAseq_nonopt_3,HEK293T,HEK293T,Human embryonic kidney,WT,transfected - SM-nonopt FLuc-GFP
SRR19179249,59920856,18096098512,151,5795,SRX15244525,GSM6135262,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP374972,PRJNA837608,1,"",SRS12977454,SAMN28209260,simple,9606,Homo sapiens,GSM6135262,"Rissland lab, BMG, University Of CO Anschutz Medical Campus",SRA1419583,05,2022,Makar,HEK293T,RNAseq_opt_1,HEK293T,HEK293T,Human embryonic kidney,WT,transfected - SM-opt FLuc-GFP
