Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,treatment,fraction,trasfection,tag,GEO Accession
SRR7137934,44367451,3356190801,75,1783,SRX4058807,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275568,SAMN09097547,simple,9606,Homo sapiens,GSM3138089,GEO,SRA701196,01,2021,Makar,Glioblastoma,Stem Methyl RNA IP - Sample 1,Glioblastoma,brain,Stem Methyl RNA IP,Methyl RNA- Immunoprecipitated,,,GSM3138089
SRR7137935,136650540,12393095979,90,6066,SRX4058808,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275567,SAMN09097552,simple,9606,Homo sapiens,GSM3138090,GEO,SRA701196,01,2021,Makar,Glioblastoma,Stem Methyl RNA Control Total - Sample 1,Glioblastoma,brain,Stem Methyl RNA Control Total,Methyl RNA- total RNA control,,,GSM3138090
SRR7137936,28247047,2181975597,77,1077,SRX4058809,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275569,SAMN09097551,simple,9606,Homo sapiens,GSM3138091,GEO,SRA701196,01,2021,Makar,Glioblastoma,Stem Methyl RNA IP - Sample 2,Glioblastoma,brain,Stem Methyl RNA IP,Methyl RNA- Immunoprecipitated,,,GSM3138091
SRR7137937,262891597,23844927899,90,11904,SRX4058810,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275570,SAMN09097550,simple,9606,Homo sapiens,GSM3138092,GEO,SRA701196,01,2021,Makar,Glioblastoma,Stem Methyl RNA Control Total - Sample 2,Glioblastoma,brain,Stem Methyl RNA Control Total,Methyl RNA- total RNA control,,,GSM3138092
SRR7137938,49264325,2512480575,51,838,SRX4058811,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275571,SAMN09097549,simple,9606,Homo sapiens,GSM3138093,GEO,SRA701196,01,2021,Makar,Glioblastoma,Stem Methyl RNA IP - Sample 3,Glioblastoma,brain,Stem Methyl RNA IP,Methyl RNA- Immunoprecipitated,,,GSM3138093
SRR7137939,265617409,24426460368,91,13064,SRX4058812,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275572,SAMN09097548,simple,9606,Homo sapiens,GSM3138094,GEO,SRA701196,01,2021,Makar,Glioblastoma,Stem Methyl RNA Control Total - Sample 3,Glioblastoma,brain,Stem Methyl RNA Control Total,Methyl RNA- total RNA control,,,GSM3138094
SRR7137940,196949165,16297120969,82,11863,SRX4058813,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275574,SAMN09097252,simple,9606,Homo sapiens,GSM3138095,GEO,SRA701196,01,2021,Makar,Glioblastoma,Differentiated Methyl RNA IP - Sample 1,Glioblastoma,brain,Differentiated Methyl RNA IP,Methyl RNA- Immunoprecipitated,,,GSM3138095
SRR7137941,97742132,4984848732,51,3182,SRX4058814,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275573,SAMN09097546,simple,9606,Homo sapiens,GSM3138096,GEO,SRA701196,01,2021,Makar,Glioblastoma,Differentiated Methyl RNA Control - Sample 1,Glioblastoma,brain,Differentiated Methyl RNA Control,Methyl RNA- total RNA control,,,GSM3138096
SRR7137942,200642242,16741581147,83,12145,SRX4058815,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275576,SAMN09097545,simple,9606,Homo sapiens,GSM3138097,GEO,SRA701196,01,2021,Makar,Glioblastoma,Differentiated Methyl RNA IP - Sample 2,Glioblastoma,brain,Differentiated Methyl RNA IP,Methyl RNA- Immunoprecipitated,,,GSM3138097
SRR7137943,102366473,5220690123,51,3325,SRX4058816,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275575,SAMN09097544,simple,9606,Homo sapiens,GSM3138098,GEO,SRA701196,01,2021,Makar,Glioblastoma,Differentiated Methyl RNA Control - Sample 2,Glioblastoma,brain,Differentiated Methyl RNA Control,Methyl RNA- total RNA control,,,GSM3138098
SRR7137944,49493863,2524187013,51,844,SRX4058817,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275577,SAMN09097289,simple,9606,Homo sapiens,GSM3138099,GEO,SRA701196,01,2021,Makar,Glioblastoma,Differentiated Methyl RNA IP - Sample 3,Glioblastoma,brain,Differentiated Methyl RNA IP,Methyl RNA- Immunoprecipitated,,,GSM3138099
SRR7137945,41478322,2115394422,51,703,SRX4058818,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275578,SAMN09097288,simple,9606,Homo sapiens,GSM3138100,GEO,SRA701196,01,2021,Makar,Glioblastoma,Differentiated Methyl RNA Control - Sample 3,Glioblastoma,brain,Differentiated Methyl RNA Control,Methyl RNA- total RNA control,,,GSM3138100
SRR7137946,36153668,1843837068,51,609,SRX4058819,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275579,SAMN09097287,simple,9606,Homo sapiens,GSM3138101,GEO,SRA701196,01,2021,Makar,Glioblastoma,Stem Polysome-associated RNA - Sample 1,Glioblastoma,brain,Stem Polysome-associated RNA,Polysome-associated RNA,,,GSM3138101
SRR7137947,35949840,1833441840,51,607,SRX4058820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275580,SAMN09097286,simple,9606,Homo sapiens,GSM3138102,GEO,SRA701196,01,2021,Makar,Glioblastoma,Stem Total RNA - Sample 1,Glioblastoma,brain,Stem Total RNA,,,,GSM3138102
SRR7137948,41243832,2103435432,51,701,SRX4058821,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275581,SAMN09097285,simple,9606,Homo sapiens,GSM3138103,GEO,SRA701196,01,2021,Makar,Glioblastoma,Stem Polysome-associated RNA - Sample 2,Glioblastoma,brain,Stem Polysome-associated RNA,Polysome-associated RNA,,,GSM3138103
SRR7137949,40262407,2053382757,51,682,SRX4058822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275582,SAMN09097559,simple,9606,Homo sapiens,GSM3138104,GEO,SRA701196,01,2021,Makar,Glioblastoma,Stem Total RNA - Sample 2,Glioblastoma,brain,Stem Total RNA,,,,GSM3138104
SRR7137950,41079121,2095035171,51,702,SRX4058823,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275583,SAMN09097558,simple,9606,Homo sapiens,GSM3138105,GEO,SRA701196,01,2021,Makar,Glioblastoma,Stem Polysome-associated RNA - Sample 3,Glioblastoma,brain,Stem Polysome-associated RNA,Polysome-associated RNA,,,GSM3138105
SRR7137951,41722462,2127845562,51,706,SRX4058824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275584,SAMN09097557,simple,9606,Homo sapiens,GSM3138106,GEO,SRA701196,01,2021,Makar,Glioblastoma,Stem Total RNA - Sample 3,Glioblastoma,brain,Stem Total RNA,,,,GSM3138106
SRR7137952,47670816,2431211616,51,771,SRX4058825,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275585,SAMN09097556,simple,9606,Homo sapiens,GSM3138107,GEO,SRA701196,01,2021,Makar,Glioblastoma,Differentiated Polysome-associated RNA - Sample 1,Glioblastoma,brain,Differentiated Polysome-associated RNA,Polysome-associated RNA,,,GSM3138107
SRR7137953,43704502,2228929602,51,704,SRX4058826,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275586,SAMN09097555,simple,9606,Homo sapiens,GSM3138108,GEO,SRA701196,01,2021,Makar,Glioblastoma,Differentiated Total RNA - Sample 1,Glioblastoma,brain,Differentiated Total RNA,,,,GSM3138108
SRR7137954,46372258,2364985158,51,756,SRX4058827,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275587,SAMN09097554,simple,9606,Homo sapiens,GSM3138109,GEO,SRA701196,01,2021,Makar,Glioblastoma,Differentiated Polysome-associated RNA - Sample 2,Glioblastoma,brain,Differentiated Polysome-associated RNA,Polysome-associated RNA,,,GSM3138109
SRR7137955,44919325,2290885575,51,726,SRX4058828,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275588,SAMN09097553,simple,9606,Homo sapiens,GSM3138110,GEO,SRA701196,01,2021,Makar,Glioblastoma,Differentiated Total RNA - Sample 2,Glioblastoma,brain,Differentiated Total RNA,,,,GSM3138110
SRR7137956,48446265,2470759515,51,784,SRX4058829,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275589,SAMN09097291,simple,9606,Homo sapiens,GSM3138111,GEO,SRA701196,01,2021,Makar,Glioblastoma,Differentiated Polysome-associated RNA - Sample 3,Glioblastoma,brain,Differentiated Polysome-associated RNA,Polysome-associated RNA,,,GSM3138111
SRR7137957,44552143,2272159293,51,722,SRX4058830,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275590,SAMN09097290,simple,9606,Homo sapiens,GSM3138112,GEO,SRA701196,01,2021,Makar,Glioblastoma,Differentiated Total RNA - Sample 3,Glioblastoma,brain,Differentiated Total RNA,,,,GSM3138112
SRR7137958,158244,23894844,151,11,SRX4058831,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275591,SAMN09097543,simple,9606,Homo sapiens,GSM3138113,GEO,SRA701196,01,2021,Makar,Glioblastoma,Mock miRNA methyl RNA IP sample 1,Glioblastoma,brain,Mock miRNA methyl RNA IP,,Scrambled miRNA transfection - methyl RNA IP,,GSM3138113
SRR7137959,134852,20362652,151,8,SRX4058832,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275592,SAMN09097542,simple,9606,Homo sapiens,GSM3138114,GEO,SRA701196,01,2021,Makar,Glioblastoma,Mock miRNA methyl RNA control total sample 1,Glioblastoma,brain,Mock miRNA methyl RNA control total,,Scrambled miRNA transfection - methyl RNA total RNA control,,GSM3138114
SRR7137960,159810,24131310,151,11,SRX4058833,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275593,SAMN09097541,simple,9606,Homo sapiens,GSM3138115,GEO,SRA701196,01,2021,Makar,Glioblastoma,143-3p miRNA methyl RNA IP sample 1,Glioblastoma,brain,143-3p miRNA methyl RNA IP,,143-3p miRNA transfection - methyl RNA IP,,GSM3138115
SRR7137961,232666,35132566,151,13,SRX4058834,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275594,SAMN09097474,simple,9606,Homo sapiens,GSM3138116,GEO,SRA701196,01,2021,Makar,Glioblastoma,143-3p miRNA methyl RNA control total sample 1,Glioblastoma,brain,143-3p miRNA methyl RNA control total,,143-3p miRNA transfection - methyl RNA total RNA control,,GSM3138116
SRR7137962,154422,23317722,151,11,SRX4058835,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275595,SAMN09097473,simple,9606,Homo sapiens,GSM3138117,GEO,SRA701196,01,2021,Makar,Glioblastoma,145-5p miRNA methyl RNA IP sample 1,Glioblastoma,brain,145-5p miRNA methyl RNA IP,,,145-5p miRNA transfection - methyl RNA IP,GSM3138117
SRR7137963,126836,19152236,151,7,SRX4058836,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275596,SAMN09097472,simple,9606,Homo sapiens,GSM3138118,GEO,SRA701196,01,2021,Makar,Glioblastoma,145-5p miRNA methyl RNA control total sample 1,Glioblastoma,brain,145-5p miRNA methyl RNA control total,,,145-5p miRNA transfection - methyl RNA total RNA control,GSM3138118
SRR7137964,120716,18228116,151,8,SRX4058837,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275597,SAMN09097471,simple,9606,Homo sapiens,GSM3138119,GEO,SRA701196,01,2021,Makar,Glioblastoma,Mock miRNA methyl RNA IP sample 2,Glioblastoma,brain,Mock miRNA methyl RNA IP,,Scrambled miRNA transfection - methyl RNA IP,,GSM3138119
SRR7137965,100269,15140619,151,6,SRX4058838,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275598,SAMN09097470,simple,9606,Homo sapiens,GSM3138120,GEO,SRA701196,01,2021,Makar,Glioblastoma,Mock miRNA methyl RNA control total sample 2,Glioblastoma,brain,Mock miRNA methyl RNA control total,,Scrambled miRNA transfection - methyl RNA total RNA control,,GSM3138120
SRR7137966,102506,15478406,151,7,SRX4058839,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275599,SAMN09097469,simple,9606,Homo sapiens,GSM3138121,GEO,SRA701196,01,2021,Makar,Glioblastoma,129-5p miRNA methyl RNA IP sample 2,Glioblastoma,brain,129-5p miRNA methyl RNA IP,,129-5p miRNA transfection - methyl RNA IP,,GSM3138121
SRR7137967,82569,12467919,151,4,SRX4058840,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275600,SAMN09097468,simple,9606,Homo sapiens,GSM3138122,GEO,SRA701196,01,2021,Makar,"","GEO accession GSM3138122 is currently private and is scheduled to be released on May 07, 2021.",Glioblastoma,brain,Mock miRNA methyl RNA control total,,Scrambled miRNA transfection - methyl RNA total RNA control,,GSM3138122
SRR7137968,127017,19179567,151,9,SRX4058841,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275601,SAMN09097467,simple,9606,Homo sapiens,GSM3138123,GEO,SRA701196,01,2021,Makar,"","GEO accession GSM3138123 is currently private and is scheduled to be released on May 07, 2021.",Glioblastoma,brain,129-5p miRNA methyl RNA IP,,129-5p miRNA transfection - methyl RNA IP,,GSM3138123
SRR7137969,139110,21005610,151,8,SRX4058842,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275602,SAMN09097298,simple,9606,Homo sapiens,GSM3138124,GEO,SRA701196,01,2021,Makar,"","GEO accession GSM3138124 is currently private and is scheduled to be released on May 07, 2021.",Glioblastoma,brain,129-5p miRNA methyl RNA control total,,129-5p miRNA transfection - methyl RNA total RNA control,,GSM3138124
SRR7137970,158635,23953885,151,11,SRX4058843,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275603,SAMN09097297,simple,9606,Homo sapiens,GSM3138125,GEO,SRA701196,01,2021,Makar,"","GEO accession GSM3138125 is currently private and is scheduled to be released on May 07, 2021.",Glioblastoma,brain,143-3p miRNA methyl RNA IP,,143-3p miRNA transfection - methyl RNA IP,,GSM3138125
SRR7137971,102011,15403661,151,6,SRX4058844,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275604,SAMN09097296,simple,9606,Homo sapiens,GSM3138126,GEO,SRA701196,01,2021,Makar,Glioblastoma,Mock miRNA methyl RNA control total sample 3,Glioblastoma,brain,143-3p miRNA methyl RNA control total,,143-3p miRNA transfection - methyl RNA total RNA control,,GSM3138126
SRR7137972,144594,21833694,151,10,SRX4058845,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275605,SAMN09097295,simple,9606,Homo sapiens,GSM3138127,GEO,SRA701196,01,2021,Makar,Glioblastoma,129-5p miRNA methyl RNA IP sample 3,Glioblastoma,brain,Stem Methyl RNA IP,Methyl RNA- Immunoprecipitated,,,GSM3138127
SRR7137973,62724,9471324,151,3,SRX4058846,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275606,SAMN09097294,simple,9606,Homo sapiens,GSM3138128,GEO,SRA701196,01,2021,Makar,Glioblastoma,129-5p miRNA methyl RNA control total sample 3,Glioblastoma,brain,Stem Methyl RNA Control Total,Methyl RNA- total RNA control,,,GSM3138128
SRR7137974,160825,24284575,151,11,SRX4058847,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP145059,PRJNA470579,1,"",SRS3275607,SAMN09097293,simple,9606,Homo sapiens,GSM3138129,GEO,SRA701196,01,2021,Makar,Glioblastoma,143-3p miRNA methyl RNA IP sample 3,Glioblastoma,brain,Stem Methyl RNA IP,Methyl RNA- Immunoprecipitated,,,GSM3138129
