Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain/background,genotype/variation,age,tissue,cell type,affinity purification,GEO Accession
SRR5031489,213840800,44478886400,104,31403,SRX2356685,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP093649,PRJNA354320,1,"",SRS1805703,SAMN06030985,simple,7227,Drosophila melanogaster,GSM2395286,GEO,SRA495685,02,2017,Makar,"adult head neurons, input","neuron Input, rep1","adult head neurons, input",2202U,Elav-Gal4/+;UAS-GFP-L10A/+,adult,head,neurons,Input,GSM2395286
SRR5031490,160163038,33313911904,104,23720,SRX2356686,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP093649,PRJNA354320,1,"",SRS1805704,SAMN06030984,simple,7227,Drosophila melanogaster,GSM2395287,GEO,SRA495685,02,2017,Makar,"adult head neurons, input","neuron Input, rep2","adult head neurons, input",2202U,Elav-Gal4/+;UAS-GFP-L10A/+,adult,head,neurons,Input,GSM2395287
SRR5031491,256973250,53450436000,104,34333,SRX2356687,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP093649,PRJNA354320,1,"",SRS1805705,SAMN06030971,simple,7227,Drosophila melanogaster,GSM2395288,GEO,SRA495685,02,2017,Makar,"adult head neurons, IP","neuron IP, rep1","adult head neurons, IP",2202U,Elav-Gal4/+;UAS-GFP-L10A/+,adult,head,neurons,IP with GFP antibody,GSM2395288
SRR5031492,281002986,58448621088,104,38757,SRX2356688,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP093649,PRJNA354320,1,"",SRS1805706,SAMN06030983,simple,7227,Drosophila melanogaster,GSM2395289,GEO,SRA495685,02,2017,Makar,"adult head neurons, IP","neuron IP, rep2","adult head neurons, IP",2202U,Elav-Gal4/+;UAS-GFP-L10A/+,adult,head,neurons,IP with GFP antibody,GSM2395289
SRR5031493,254143596,52861867968,104,35928,SRX2356689,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP093649,PRJNA354320,1,"",SRS1805707,SAMN06030980,simple,7227,Drosophila melanogaster,GSM2395290,GEO,SRA495685,02,2017,Makar,"adult head glia, input","glia Input, rep1","adult head glia, input",2202U,repo-Gal4/+;UAS-GFP-L10A/+,adult,head,glia,Input,GSM2395290
SRR5031494,260781184,54242486272,104,35784,SRX2356690,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP093649,PRJNA354320,1,"",SRS1805708,SAMN06030979,simple,7227,Drosophila melanogaster,GSM2395291,GEO,SRA495685,02,2017,Makar,"adult head glia, input","glia Input, rep2","adult head glia, input",2202U,repo-Gal4/+;UAS-GFP-L10A/+,adult,head,glia,Input,GSM2395291
SRR5031495,264460137,55007708496,104,35486,SRX2356691,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP093649,PRJNA354320,1,"",SRS1805709,SAMN06030977,simple,7227,Drosophila melanogaster,GSM2395292,GEO,SRA495685,02,2017,Makar,"adult head glia, IP","glia IP, rep1","adult head glia, IP",2202U,repo-Gal4/+;UAS-GFP-L10A/+,adult,head,glia,IP with GFP antibody,GSM2395292
SRR5031496,274723722,57142534176,104,37385,SRX2356692,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP093649,PRJNA354320,1,"",SRS1805710,SAMN06030978,simple,7227,Drosophila melanogaster,GSM2395293,GEO,SRA495685,02,2017,Makar,"adult head glia, IP","glia IP, rep2","adult head glia, IP",2202U,repo-Gal4/+;UAS-GFP-L10A/+,adult,head,glia,IP with GFP antibody,GSM2395293
SRR5031497,202109550,40826129100,101,28619,SRX2356693,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP093649,PRJNA354320,1,"",SRS1805711,SAMN06030975,simple,7227,Drosophila melanogaster,GSM2395294,GEO,SRA495685,02,2017,Makar,"adult head fat body, input","fat body Input, rep1","adult head fat body, input",2202U,UAS-GFP-L10A/+;takeout-Gal4/+,adult,head,fat body,Input,GSM2395294
SRR5031498,205337308,41478136216,101,29100,SRX2356694,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP093649,PRJNA354320,1,"",SRS1805712,SAMN06030981,simple,7227,Drosophila melanogaster,GSM2395295,GEO,SRA495685,02,2017,Makar,"adult head fat body, input","fat body Input, rep2","adult head fat body, input",2202U,UAS-GFP-L10A/+;takeout-Gal4/+,adult,head,fat body,Input,GSM2395295
