Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,cell type,culture medium,genotype/variation,antibody,GEO Accession
SRR6876900,29340185,2963358685,101,1664,SRX3829898,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136214,PRJNA445182,30220558,"",SRS3078009,SAMN08770066,simple,9606,Homo sapiens,GSM3059586,GEO,SRA670078,05,2019,Imami,HEK293 embryonic kidney cell line,80S_input_RPL12_WT1,HEK293 embryonic kidney cell line,HEK293,embryonic kidney cell line; epithelial,DMEM,WT,none,GSM3059586
SRR6876901,27252451,2752497551,101,1548,SRX3829899,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136214,PRJNA445182,30220558,"",SRS3078010,SAMN08770065,simple,9606,Homo sapiens,GSM3059587,GEO,SRA670078,05,2019,Imami,HEK293 embryonic kidney cell line,80S_input_RPL12_WT2,HEK293 embryonic kidney cell line,HEK293,embryonic kidney cell line; epithelial,DMEM,WT,none,GSM3059587
SRR6876902,30771491,3107920591,101,1747,SRX3829900,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136214,PRJNA445182,30220558,"",SRS3078011,SAMN08770064,simple,9606,Homo sapiens,GSM3059588,GEO,SRA670078,05,2019,Imami,HEK293 embryonic kidney cell line,80S_input_RPL12_S38A1,HEK293 embryonic kidney cell line,HEK293,embryonic kidney cell line; epithelial,DMEM,RPL12_S38A1,none,GSM3059588
SRR6876903,27750707,2802821407,101,1581,SRX3829901,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136214,PRJNA445182,30220558,"",SRS3078012,SAMN08770063,simple,9606,Homo sapiens,GSM3059589,GEO,SRA670078,05,2019,Imami,HEK293 embryonic kidney cell line,80S_input_RPL12_S38A2,HEK293 embryonic kidney cell line,HEK293,embryonic kidney cell line; epithelial,DMEM,RPL12_S38A1,none,GSM3059589
SRR6876904,29316464,2960962864,101,1662,SRX3829902,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136214,PRJNA445182,30220558,"",SRS3078013,SAMN08770062,simple,9606,Homo sapiens,GSM3059590,GEO,SRA670078,05,2019,Imami,HEK293 embryonic kidney cell line,80S_input_RPL12_S38D1,HEK293 embryonic kidney cell line,HEK293,embryonic kidney cell line; epithelial,DMEM,RPL12_S38D1,none,GSM3059590
SRR6876905,28581998,2886781798,101,1620,SRX3829903,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136214,PRJNA445182,30220558,"",SRS3078014,SAMN08770061,simple,9606,Homo sapiens,GSM3059591,GEO,SRA670078,05,2019,Imami,HEK293 embryonic kidney cell line,80S_input_RPL12_S38D2,HEK293 embryonic kidney cell line,HEK293,embryonic kidney cell line; epithelial,DMEM,RPL12_S38D1,none,GSM3059591
SRR6876906,27474548,2774929348,101,1548,SRX3829904,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136214,PRJNA445182,30220558,"",SRS3078015,SAMN08770060,simple,9606,Homo sapiens,GSM3059592,GEO,SRA670078,05,2019,Imami,HEK293 embryonic kidney cell line,80S_ip_RPL12_WT1,HEK293 embryonic kidney cell line,HEK293,embryonic kidney cell line; epithelial,DMEM,WT,"Mouse monoclonal anti-FLAG (M2) [Sigma-Aldrich, Cat# F3165 RRID:AB_259529]",GSM3059592
SRR6876907,26708642,2697572842,101,1501,SRX3829905,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136214,PRJNA445182,30220558,"",SRS3078016,SAMN08770059,simple,9606,Homo sapiens,GSM3059593,GEO,SRA670078,05,2019,Imami,HEK293 embryonic kidney cell line,80S_ip_RPL12_WT2,HEK293 embryonic kidney cell line,HEK293,embryonic kidney cell line; epithelial,DMEM,WT,"Mouse monoclonal anti-FLAG (M2) [Sigma-Aldrich, Cat# F3165 RRID:AB_259529]",GSM3059593
SRR6876908,26023614,2628385014,101,1473,SRX3829906,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136214,PRJNA445182,30220558,"",SRS3078017,SAMN08770058,simple,9606,Homo sapiens,GSM3059594,GEO,SRA670078,05,2019,Imami,HEK293 embryonic kidney cell line,80S_ip_RPL12_S38A1,HEK293 embryonic kidney cell line,HEK293,embryonic kidney cell line; epithelial,DMEM,RPL12_S38A1,"Mouse monoclonal anti-FLAG (M2) [Sigma-Aldrich, Cat# F3165 RRID:AB_259529]",GSM3059594
SRR6876909,27711244,2798835644,101,1555,SRX3829907,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136214,PRJNA445182,30220558,"",SRS3078018,SAMN08770057,simple,9606,Homo sapiens,GSM3059595,GEO,SRA670078,05,2019,Imami,HEK293 embryonic kidney cell line,80S_ip_RPL12_S38A2,HEK293 embryonic kidney cell line,HEK293,embryonic kidney cell line; epithelial,DMEM,RPL12_S38A1,"Mouse monoclonal anti-FLAG (M2) [Sigma-Aldrich, Cat# F3165 RRID:AB_259529]",GSM3059595
SRR6876910,29617995,2991417495,101,1660,SRX3829908,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136214,PRJNA445182,30220558,"",SRS3078019,SAMN08770056,simple,9606,Homo sapiens,GSM3059596,GEO,SRA670078,05,2019,Imami,HEK293 embryonic kidney cell line,80S_ip_RPL12_S38D1,HEK293 embryonic kidney cell line,HEK293,embryonic kidney cell line; epithelial,DMEM,RPL12_S38D1,"Mouse monoclonal anti-FLAG (M2) [Sigma-Aldrich, Cat# F3165 RRID:AB_259529]",GSM3059596
SRR6876911,30134686,3043603286,101,1700,SRX3829909,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136214,PRJNA445182,30220558,"",SRS3078020,SAMN08770055,simple,9606,Homo sapiens,GSM3059597,GEO,SRA670078,05,2019,Imami,HEK293 embryonic kidney cell line,80S_ip_RPL12_S38D2,HEK293 embryonic kidney cell line,HEK293,embryonic kidney cell line; epithelial,DMEM,RPL12_S38D1,"Mouse monoclonal anti-FLAG (M2) [Sigma-Aldrich, Cat# F3165 RRID:AB_259529]",GSM3059597
