Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,cell type,culture medium,GEO Accession
SRR6876940,10132,516575,50,0,SRX3829938,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP136216,PRJNA445184,30220558,"",SRS3078049,SAMN08770247,simple,10090,Mus musculus,GSM3059562,GEO,SRA670096,05,2019,Imami,19PP B cell lymphoma,RPL12 WT asynchronous cells rep1,19PP B cell lymphoma,19PP,cell line; lymphoma,DMEM,GSM3059562
SRR6876941,10648,542905,50,0,SRX3829939,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP136216,PRJNA445184,30220558,"",SRS3078050,SAMN08770246,simple,10090,Mus musculus,GSM3059563,GEO,SRA670096,05,2019,Imami,19PP B cell lymphoma,RPL12 WT asynchronous cells rep2,19PP B cell lymphoma,19PP,cell line; lymphoma,DMEM,GSM3059563
SRR6876942,8998,458722,50,0,SRX3829940,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP136216,PRJNA445184,30220558,"",SRS3078051,SAMN08770245,simple,10090,Mus musculus,GSM3059564,GEO,SRA670096,05,2019,Imami,19PP B cell lymphoma,RPL12 S38A asynchronous cells rep1,19PP B cell lymphoma,19PP,cell line; lymphoma,DMEM,GSM3059564
SRR6876943,10244,522257,50,0,SRX3829941,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP136216,PRJNA445184,30220558,"",SRS3078052,SAMN08770244,simple,10090,Mus musculus,GSM3059565,GEO,SRA670096,05,2019,Imami,19PP B cell lymphoma,RPL12 S38A asynchronous cells rep2,19PP B cell lymphoma,19PP,cell line; lymphoma,DMEM,GSM3059565
SRR6876944,9682,493505,50,0,SRX3829942,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP136216,PRJNA445184,30220558,"",SRS3078053,SAMN08770243,simple,10090,Mus musculus,GSM3059566,GEO,SRA670096,05,2019,Imami,19PP B cell lymphoma,RPL12 S38D asynchronous cells rep1,19PP B cell lymphoma,19PP,cell line; lymphoma,DMEM,GSM3059566
SRR6876945,8761,446597,50,0,SRX3829943,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP136216,PRJNA445184,30220558,"",SRS3078054,SAMN08770242,simple,10090,Mus musculus,GSM3059567,GEO,SRA670096,05,2019,Imami,19PP B cell lymphoma,RPL12 S38D asynchronous cells rep2,19PP B cell lymphoma,19PP,cell line; lymphoma,DMEM,GSM3059567
SRR6876946,10215,520838,50,0,SRX3829944,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP136216,PRJNA445184,30220558,"",SRS3078055,SAMN08770241,simple,10090,Mus musculus,GSM3059568,GEO,SRA670096,05,2019,Imami,19PP B cell lymphoma,RPL12 WT mitotic cells nocodazole rep1,19PP B cell lymphoma,19PP,cell line; lymphoma,DMEM,GSM3059568
SRR6876947,11098,565858,50,0,SRX3829945,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP136216,PRJNA445184,30220558,"",SRS3078056,SAMN08770240,simple,10090,Mus musculus,GSM3059569,GEO,SRA670096,05,2019,Imami,19PP B cell lymphoma,RPL12 WT mitotic cells nocodazole rep2,19PP B cell lymphoma,19PP,cell line; lymphoma,DMEM,GSM3059569
SRR6876948,10037,511751,50,0,SRX3829946,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP136216,PRJNA445184,30220558,"",SRS3078057,SAMN08770239,simple,10090,Mus musculus,GSM3059570,GEO,SRA670096,05,2019,Imami,19PP B cell lymphoma,RPL12 S38A mitotic cells nocodazole rep1,19PP B cell lymphoma,19PP,cell line; lymphoma,DMEM,GSM3059570
SRR6876949,9090,463404,50,0,SRX3829947,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP136216,PRJNA445184,30220558,"",SRS3078058,SAMN08770238,simple,10090,Mus musculus,GSM3059571,GEO,SRA670096,05,2019,Imami,19PP B cell lymphoma,RPL12 S38A mitotic cells nocodazole rep2,19PP B cell lymphoma,19PP,cell line; lymphoma,DMEM,GSM3059571
SRR6876950,10601,540492,50,0,SRX3829948,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP136216,PRJNA445184,30220558,"",SRS3078060,SAMN08770237,simple,10090,Mus musculus,GSM3059572,GEO,SRA670096,05,2019,Imami,19PP B cell lymphoma,RPL12 S38D mitotic cells nocodazole rep1,19PP B cell lymphoma,19PP,cell line; lymphoma,DMEM,GSM3059572
SRR6876951,8002,407960,50,0,SRX3829949,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP136216,PRJNA445184,30220558,"",SRS3078059,SAMN08770236,simple,10090,Mus musculus,GSM3059573,GEO,SRA670096,05,2019,Imami,19PP B cell lymphoma,RPL12 S38D mitotic cells nocodazole rep2,19PP B cell lymphoma,19PP,cell line; lymphoma,DMEM,GSM3059573
