Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,cell type,genotype,treatment
SRR21424862,8450885,430995135,51,218,SRX17429079,GSM6543897,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983919,SAMN30675281,simple,9606,Homo sapiens,GSM6543897,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19193,"GM19193, stress-control, crispr-treated",GM19193,GM19193,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
SRR21424863,8162238,416274138,51,216,SRX17429079,GSM6543897,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983919,SAMN30675281,simple,9606,Homo sapiens,GSM6543897,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19193,"GM19193, stress-control, crispr-treated",GM19193,GM19193,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
SRR21424864,8014912,408760512,51,210,SRX17429079,GSM6543897,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983919,SAMN30675281,simple,9606,Homo sapiens,GSM6543897,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19193,"GM19193, stress-control, crispr-treated",GM19204,GM19204,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
SRR21424865,8240560,420268560,51,214,SRX17429079,GSM6543897,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983919,SAMN30675281,simple,9606,Homo sapiens,GSM6543897,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19193,"GM19193, stress-control, crispr-treated",GM19204,GM19204,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
SRR21424866,9168805,467609055,51,242,SRX17429079,GSM6543897,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983919,SAMN30675281,simple,9606,Homo sapiens,GSM6543897,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19193,"GM19193, stress-control, crispr-treated",GM18505,GM18505,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
SRR21424867,8344605,425574855,51,219,SRX17429079,GSM6543897,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983919,SAMN30675281,simple,9606,Homo sapiens,GSM6543897,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19193,"GM19193, stress-control, crispr-treated",GM18505,GM18505,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
SRR21424856,14670181,748179231,51,376,SRX17429080,GSM6543898,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983920,SAMN30675280,simple,9606,Homo sapiens,GSM6543898,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19193,"GM19193, stress-control, crispr-control",GM19193,GM19193,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424857,13693185,698352435,51,360,SRX17429080,GSM6543898,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983920,SAMN30675280,simple,9606,Homo sapiens,GSM6543898,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19193,"GM19193, stress-control, crispr-control",GM19193,GM19193,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424858,13486434,687808134,51,352,SRX17429080,GSM6543898,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983920,SAMN30675280,simple,9606,Homo sapiens,GSM6543898,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19193,"GM19193, stress-control, crispr-control",GM19204,GM19204,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424859,14011848,714604248,51,362,SRX17429080,GSM6543898,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983920,SAMN30675280,simple,9606,Homo sapiens,GSM6543898,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19193,"GM19193, stress-control, crispr-control",GM19204,GM19204,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424860,15342876,782486676,51,403,SRX17429080,GSM6543898,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983920,SAMN30675280,simple,9606,Homo sapiens,GSM6543898,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19193,"GM19193, stress-control, crispr-control",GM18505,GM18505,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424861,13854256,706567056,51,361,SRX17429080,GSM6543898,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983920,SAMN30675280,simple,9606,Homo sapiens,GSM6543898,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19193,"GM19193, stress-control, crispr-control",GM18505,GM18505,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424850,10241686,522325986,51,263,SRX17429081,GSM6543899,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983921,SAMN30675279,simple,9606,Homo sapiens,GSM6543899,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19204,"GM19204, stress-control, crispr-treated",GM19193,GM19193,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
SRR21424851,9250839,471792789,51,242,SRX17429081,GSM6543899,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983921,SAMN30675279,simple,9606,Homo sapiens,GSM6543899,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19204,"GM19204, stress-control, crispr-treated",GM19193,GM19193,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
SRR21424852,9169531,467646081,51,238,SRX17429081,GSM6543899,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983921,SAMN30675279,simple,9606,Homo sapiens,GSM6543899,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19204,"GM19204, stress-control, crispr-treated",GM19204,GM19204,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
