Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,GEO Accession
SRR4421263,4362466,222485766,51,147,SRX2243587,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP091515,PRJNA348358,28301469,"",SRS1744484,SAMN05907831,simple,562,Escherichia coli,GSM2344783,GEO,SRA484343,03,2017,Baggett,whole cell lysate,WT_exp1_mRNA,whole cell lysate,K12 MG1655,GSM2344783
SRR4421264,17856705,910691955,51,496,SRX2243588,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP091515,PRJNA348358,28301469,"",SRS1744485,SAMN05907830,simple,562,Escherichia coli,GSM2344784,GEO,SRA484343,03,2017,Baggett,whole cell lysate,WT_exp2_mRNA,whole cell lysate,K12 MG1655,GSM2344784
SRR4421265,54856514,2797682214,51,979,SRX2243589,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP091515,PRJNA348358,28301469,"",SRS1744488,SAMN05907829,simple,562,Escherichia coli,GSM2344785,GEO,SRA484343,03,2017,Baggett,whole cell lysate,WT_exp3_mRNA,whole cell lysate,K12 MG1655,GSM2344785
SRR4421266,50764290,2588978790,51,908,SRX2243589,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP091515,PRJNA348358,28301469,"",SRS1744488,SAMN05907829,simple,562,Escherichia coli,GSM2344785,GEO,SRA484343,03,2017,Baggett,whole cell lysate,WT_exp3_mRNA,whole cell lysate,K12 MG1655,GSM2344786
SRR4421267,73122390,3656119500,50,1335,SRX2243590,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP091515,PRJNA348358,28301469,"",SRS1744486,SAMN05907828,simple,562,Escherichia coli,GSM2344786,GEO,SRA484343,03,2017,Baggett,whole cell lysate,WT_exp4_mRNA,whole cell lysate,K12 MG1655 deltaprfC,GSM2344787
SRR4421268,20246712,1032582312,51,678,SRX2243591,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP091515,PRJNA348358,28301469,"",SRS1744489,SAMN05907827,simple,562,Escherichia coli,GSM2344787,GEO,SRA484343,03,2017,Baggett,whole cell lysate,∆RF3_exp1_mRNA,whole cell lysate,K12 MG1655 deltaprfC,GSM2344788
SRR4421269,49123592,2505303192,51,881,SRX2243592,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP091515,PRJNA348358,28301469,"",SRS1744487,SAMN05907826,simple,562,Escherichia coli,GSM2344788,GEO,SRA484343,03,2017,Baggett,whole cell lysate,∆RF3_exp3_mRNA,whole cell lysate,K12 MG1655 prfB-Bstrain allele,GSM2344789
SRR4421270,45386510,2314712010,51,816,SRX2243592,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP091515,PRJNA348358,28301469,"",SRS1744487,SAMN05907826,simple,562,Escherichia coli,GSM2344788,GEO,SRA484343,03,2017,Baggett,whole cell lysate,∆RF3_exp3_mRNA,whole cell lysate,K12 MG1655 prfB-Bstrain allele,GSM2344790
SRR4421271,22734112,1159439712,51,761,SRX2243593,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP091515,PRJNA348358,28301469,"",SRS1744493,SAMN05907825,simple,562,Escherichia coli,GSM2344789,GEO,SRA484343,03,2017,Baggett,whole cell lysate,RF2*_exp1_mRNA,whole cell lysate,K12 MG1655 prfB-Bstrain allele deltaprfC,GSM2344791
SRR4421272,54343418,2771514318,51,976,SRX2243594,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP091515,PRJNA348358,28301469,"",SRS1744492,SAMN05907824,simple,562,Escherichia coli,GSM2344790,GEO,SRA484343,03,2017,Baggett,whole cell lysate,RF2*_exp3_mRNA,whole cell lysate,K12 MG1655 prfB-Bstrain allele deltaprfC,GSM2344792
