Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,GEO Accession
SRR13663731,7819,23584116,3016,12,SRX10055416,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218002,SAMN17838657,simple,9606,Homo sapiens,GSM5070701,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, RBFOX",Human embryonic kidney,HEK293T,GSM5070701
SRR13663732,33920,88891256,2620,38,SRX10055416,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218002,SAMN17838657,simple,9606,Homo sapiens,GSM5070701,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, RBFOX",Human embryonic kidney,HEK293T,GSM5070702
SRR13663733,40240,111682035,2775,49,SRX10055416,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218002,SAMN17838657,simple,9606,Homo sapiens,GSM5070701,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, RBFOX",Human embryonic kidney,HEK293T,GSM5070701
SRR13663734,41468,119623016,2884,52,SRX10055416,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218002,SAMN17838657,simple,9606,Homo sapiens,GSM5070701,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, RBFOX",Human embryonic kidney,HEK293T,GSM5070702
SRR13663735,14122,36417519,2578,17,SRX10055416,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218002,SAMN17838657,simple,9606,Homo sapiens,GSM5070701,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, RBFOX",Human embryonic kidney,HEK293T,GSM5070701
SRR13663736,20757,57142553,2752,27,SRX10055416,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218002,SAMN17838657,simple,9606,Homo sapiens,GSM5070701,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, RBFOX",Human embryonic kidney,HEK293T,GSM5070702
SRR13663737,28329,81454972,2875,39,SRX10055416,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218002,SAMN17838657,simple,9606,Homo sapiens,GSM5070701,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, RBFOX",Human embryonic kidney,HEK293T,GSM5070701
SRR13663738,11134,36092902,3241,19,SRX10055416,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218002,SAMN17838657,simple,9606,Homo sapiens,GSM5070701,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, RBFOX",Human embryonic kidney,HEK293T,GSM5070702
SRR13663739,15576,51926719,3333,28,SRX10055416,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218002,SAMN17838657,simple,9606,Homo sapiens,GSM5070701,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, RBFOX",Human embryonic kidney,HEK293T,GSM5070701
SRR13663740,126649,312535539,2467,141,SRX10055416,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218002,SAMN17838657,simple,9606,Homo sapiens,GSM5070701,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, RBFOX",Human embryonic kidney,HEK293T,GSM5070702
SRR13663741,172903,458184347,2649,208,SRX10055416,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218002,SAMN17838657,simple,9606,Homo sapiens,GSM5070701,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, RBFOX",Human embryonic kidney,HEK293T,GSM5070701
SRR13663742,227556,635178702,2791,293,SRX10055416,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218002,SAMN17838657,simple,9606,Homo sapiens,GSM5070701,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, RBFOX",Human embryonic kidney,HEK293T,GSM5070702
SRR13663743,25297,73575652,2908,39,SRX10055416,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218002,SAMN17838657,simple,9606,Homo sapiens,GSM5070701,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, RBFOX",Human embryonic kidney,HEK293T,GSM5070701
SRR13663744,33417,102691880,3073,55,SRX10055416,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218002,SAMN17838657,simple,9606,Homo sapiens,GSM5070701,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, RBFOX",Human embryonic kidney,HEK293T,GSM5070702
