Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell type,treatment,GEO Accession
SRR12244815,24554675,1817045950,74,686,SRX8752974,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP272308,PRJNA646784,1,"",SRS7025020,SAMN15565966,simple,10090,Mus musculus,GSM4675802,GEO,SRA1099988,07,2020,Makar,Eμ-Myc B-lymphoma cells,Acute - CTRL-1-INPUT,Eμ-Myc B-lymphoma cells,MSCV Gfp; clone #4242,Acute treatment to Vehicle/Vehicle,GSM4675802
SRR12244816,26019094,1925412956,74,734,SRX8752975,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP272308,PRJNA646784,1,"",SRS7025021,SAMN15565965,simple,10090,Mus musculus,GSM4675803,GEO,SRA1099988,07,2020,Makar,Eμ-Myc B-lymphoma cells,Acute - CTRL-2-INPUT,Eμ-Myc B-lymphoma cells,MSCV Gfp; clone #4242,Acute treatment to Vehicle/Vehicle,GSM4675803
SRR12244817,26577364,1966724936,74,740,SRX8752976,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP272308,PRJNA646784,1,"",SRS7025022,SAMN15565964,simple,10090,Mus musculus,GSM4675804,GEO,SRA1099988,07,2020,Makar,Eμ-Myc B-lymphoma cells,Acute - CTRL-3-INPUT,Eμ-Myc B-lymphoma cells,MSCV Gfp; clone #4242,Acute treatment to Vehicle/Vehicle,GSM4675804
SRR12244818,22757744,1684073056,74,639,SRX8752977,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP272308,PRJNA646784,1,"",SRS7025023,SAMN15565963,simple,10090,Mus musculus,GSM4675805,GEO,SRA1099988,07,2020,Makar,Eμ-Myc B-lymphoma cells,Acute - CTRL-4-INPUT,Eμ-Myc B-lymphoma cells,MSCV Gfp; clone #4242,Acute treatment to Vehicle/Vehicle,GSM4675805
SRR12244819,26535633,1963636842,74,740,SRX8752978,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP272308,PRJNA646784,1,"",SRS7025024,SAMN15565999,simple,10090,Mus musculus,GSM4675806,GEO,SRA1099988,07,2020,Makar,Eμ-Myc B-lymphoma cells,Acute - CTRL-5-INPUT,Eμ-Myc B-lymphoma cells,MSCV Gfp; clone #4242,Acute treatment to Vehicle/Vehicle,GSM4675806
SRR12244820,26222514,1940466036,74,735,SRX8752979,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP272308,PRJNA646784,1,"",SRS7025025,SAMN15565998,simple,10090,Mus musculus,GSM4675807,GEO,SRA1099988,07,2020,Makar,Eμ-Myc B-lymphoma cells,Acute - CTRL-6-INPUT,Eμ-Myc B-lymphoma cells,MSCV Gfp; clone #4242,Acute treatment to Vehicle/Vehicle,GSM4675807
SRR12244821,27053148,2001932952,74,757,SRX8752980,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP272308,PRJNA646784,1,"",SRS7025026,SAMN15565997,simple,10090,Mus musculus,GSM4675808,GEO,SRA1099988,07,2020,Makar,Eμ-Myc B-lymphoma cells,Acute - CX-1-INPUT,Eμ-Myc B-lymphoma cells,MSCV Gfp; clone #4242,Acute treatment to CX5461,GSM4675808
SRR12244822,21466577,1588526698,74,601,SRX8752981,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP272308,PRJNA646784,1,"",SRS7025027,SAMN15565996,simple,10090,Mus musculus,GSM4675809,GEO,SRA1099988,07,2020,Makar,Eμ-Myc B-lymphoma cells,Acute - CX-2-INPUT,Eμ-Myc B-lymphoma cells,MSCV Gfp; clone #4242,Acute treatment to CX5461,GSM4675809
SRR12244823,22896592,1694347808,74,645,SRX8752982,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP272308,PRJNA646784,1,"",SRS7025028,SAMN15565995,simple,10090,Mus musculus,GSM4675810,GEO,SRA1099988,07,2020,Makar,Eμ-Myc B-lymphoma cells,Acute - CX-3-INPUT,Eμ-Myc B-lymphoma cells,MSCV Gfp; clone #4242,Acute treatment to CX5461,GSM4675810
SRR12244824,25681411,1900424414,74,718,SRX8752983,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP272308,PRJNA646784,1,"",SRS7025029,SAMN15565994,simple,10090,Mus musculus,GSM4675811,GEO,SRA1099988,07,2020,Makar,Eμ-Myc B-lymphoma cells,Acute - CX-4-INPUT,Eμ-Myc B-lymphoma cells,MSCV Gfp; clone #4242,Acute treatment to CX5461,GSM4675811
SRR12244825,23385718,1730543132,74,653,SRX8752984,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP272308,PRJNA646784,1,"",SRS7025030,SAMN15565993,simple,10090,Mus musculus,GSM4675812,GEO,SRA1099988,07,2020,Makar,Eμ-Myc B-lymphoma cells,Acute - CX-5-INPUT,Eμ-Myc B-lymphoma cells,MSCV Gfp; clone #4242,Acute treatment to CX5461,GSM4675812
SRR12244826,25302223,1872364502,74,708,SRX8752985,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP272308,PRJNA646784,1,"",SRS7025031,SAMN15565992,simple,10090,Mus musculus,GSM4675813,GEO,SRA1099988,07,2020,Makar,Eμ-Myc B-lymphoma cells,Acute - CX-6-INPUT,Eμ-Myc B-lymphoma cells,MSCV Gfp; clone #4242,Acute treatment to CX5461,GSM4675813
SRR12244827,33058713,2446344762,74,926,SRX8752986,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP272308,PRJNA646784,1,"",SRS7025032,SAMN15565991,simple,10090,Mus musculus,GSM4675814,GEO,SRA1099988,07,2020,Makar,Eμ-Myc B-lymphoma cells,Acute - EV-1-INPUT,Eμ-Myc B-lymphoma cells,MSCV Gfp; clone #4242,Acute treatment to EV,GSM4675814
SRR12244828,25134277,1859936498,74,699,SRX8752987,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP272308,PRJNA646784,1,"",SRS7025033,SAMN15565990,simple,10090,Mus musculus,GSM4675815,GEO,SRA1099988,07,2020,Makar,Eμ-Myc B-lymphoma cells,Acute - EV-2-INPUT,Eμ-Myc B-lymphoma cells,MSCV Gfp; clone #4242,Acute treatment to EV,GSM4675815
SRR12244829,25477804,1885357496,74,709,SRX8752988,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP272308,PRJNA646784,1,"",SRS7025034,SAMN15565989,simple,10090,Mus musculus,GSM4675816,GEO,SRA1099988,07,2020,Makar,Eμ-Myc B-lymphoma cells,Acute - EV-3-INPUT,Eμ-Myc B-lymphoma cells,MSCV Gfp; clone #4242,Acute treatment to EV,GSM4675816
SRR12244830,24480443,1811552782,74,683,SRX8752989,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP272308,PRJNA646784,1,"",SRS7025035,SAMN15565988,simple,10090,Mus musculus,GSM4675817,GEO,SRA1099988,07,2020,Makar,Eμ-Myc B-lymphoma cells,Acute - EV-4-INPUT,Eμ-Myc B-lymphoma cells,MSCV Gfp; clone #4242,Acute treatment to EV,GSM4675817
SRR12244831,23027453,1704031522,74,641,SRX8752990,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP272308,PRJNA646784,1,"",SRS7025036,SAMN15565987,simple,10090,Mus musculus,GSM4675818,GEO,SRA1099988,07,2020,Makar,Eμ-Myc B-lymphoma cells,Acute - EV-5-INPUT,Eμ-Myc B-lymphoma cells,MSCV Gfp; clone #4242,Acute treatment to EV,GSM4675818
SRR12244832,24295442,1797862708,74,679,SRX8752991,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP272308,PRJNA646784,1,"",SRS7025037,SAMN15565986,simple,10090,Mus musculus,GSM4675819,GEO,SRA1099988,07,2020,Makar,Eμ-Myc B-lymphoma cells,Acute - EV-6-INPUT,Eμ-Myc B-lymphoma cells,MSCV Gfp; clone #4242,Acute treatment to EV,GSM4675819
SRR12244833,23975298,1774172052,74,672,SRX8752992,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP272308,PRJNA646784,1,"",SRS7025038,SAMN15565985,simple,10090,Mus musculus,GSM4675820,GEO,SRA1099988,07,2020,Makar,Eμ-Myc B-lymphoma cells,Acute - CMB-1-INPUT,Eμ-Myc B-lymphoma cells,MSCV Gfp; clone #4242,Acute treatment to CX5461+EV,GSM4675820
SRR12244834,23638460,1749246040,74,657,SRX8752993,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP272308,PRJNA646784,1,"",SRS7025039,SAMN15565984,simple,10090,Mus musculus,GSM4675821,GEO,SRA1099988,07,2020,Makar,Eμ-Myc B-lymphoma cells,Acute - CMB-2-INPUT,Eμ-Myc B-lymphoma cells,MSCV Gfp; clone #4242,Acute treatment to CX5461+EV,GSM4675821
