Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,GEO Accession
SRR13377179,3153892,205002980,65,109,SRX9800145,,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP173274,PRJNA509424,30605524,"",SRS7984792,SAMN17249945,simple,9606,Homo sapiens,GSM5008974,GEO,SRA822812,01,2021,Kim,HeLa,HeLa Wild Type AQ-seq 1,HeLa,HeLa,GSM5008974
SRR13377180,3080242,200215730,65,106,SRX9800146,,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP173274,PRJNA509424,30605524,"",SRS7984793,SAMN17249944,simple,9606,Homo sapiens,GSM5008975,GEO,SRA822812,01,2021,Kim,HeLa,HeLa Wild Type AQ-seq 2,HeLa,HeLa,GSM5008975
SRR8311265,16457788,839347188,51,389,SRX5124723,,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP173274,PRJNA509424,30605524,"",SRS4138039,SAMN10579806,simple,9606,Homo sapiens,GSM3508215,GEO,SRA822812,12,2018,Kim,HEK293T,HEK293T AQ-seq 1,HEK293T,HEK293T,GSM3508215
SRR8311266,20265953,1033563603,51,466,SRX5124724,,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP173274,PRJNA509424,30605524,"",SRS4138038,SAMN10579805,simple,9606,Homo sapiens,GSM3508216,GEO,SRA822812,12,2018,Kim,HEK293T,HEK293T AQ-seq 2,HEK293T,HEK293T,GSM3508216
SRR8311267,17245548,879522948,51,401,SRX5124725,,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP173274,PRJNA509424,30605524,"",SRS4138037,SAMN10579804,simple,9606,Homo sapiens,GSM3508217,GEO,SRA822812,12,2018,Kim,HEK293T,HEK293T TruSeq 1,HEK293T,HEK293T,GSM3508217
SRR8311268,18706081,954010131,51,423,SRX5124726,,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP173274,PRJNA509424,30605524,"",SRS4138040,SAMN10579803,simple,9606,Homo sapiens,GSM3508218,GEO,SRA822812,12,2018,Kim,HeLa,HeLa TUT4 Knockout AQ-seq 1,HeLa,HeLa,GSM3508218
SRR8311269,17582590,896712090,51,398,SRX5124727,,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP173274,PRJNA509424,30605524,"",SRS4138041,SAMN10579802,simple,9606,Homo sapiens,GSM3508219,GEO,SRA822812,12,2018,Kim,HeLa,HeLa TUT4 Knockout AQ-seq 2,HeLa,HeLa,GSM3508219
SRR8311270,16149618,823630518,51,385,SRX5124728,,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP173274,PRJNA509424,30605524,"",SRS4138042,SAMN10579801,simple,9606,Homo sapiens,GSM3508220,GEO,SRA822812,12,2018,Kim,HeLa,HeLa TUT4 Knockout TruSeq 1,HeLa,HeLa,GSM3508220
SRR8311271,15609273,796072923,51,361,SRX5124729,,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP173274,PRJNA509424,30605524,"",SRS4138043,SAMN10579800,simple,9606,Homo sapiens,GSM3508221,GEO,SRA822812,12,2018,Kim,HeLa,HeLa TUT4 Knockout TruSeq 2,HeLa,HeLa,GSM3508221
SRR10407349,2362282,153548330,65,79,SRX7106634,,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP173274,PRJNA509424,30605524,"",SRS5617821,SAMN13221488,simple,9606,Homo sapiens,GSM4151454,GEO,SRA822812,04,2020,Kim,HEK293T,HEK293T AQ-seq siNC,HEK293T,HEK293T,GSM4151454
SRR10407350,1821877,118422005,65,61,SRX7106635,,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP173274,PRJNA509424,30605524,"",SRS5617822,SAMN13221489,simple,9606,Homo sapiens,GSM4151455,GEO,SRA822812,04,2020,Kim,HEK293T,HEK293T AQ-seq siTUT4/7,HEK293T,HEK293T,GSM4151455
