Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,treatment,genotype,cell fraction,replicate,GEO Accession
SRR1066893,14374170,733082670,51,510,SRX403673,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034858,PRJNA232779,25215492,"",SRS523392,SAMN02566423,simple,10090,Mus musculus,GSM1299856,GEO,SRA122670,08,2014,Reid,Mouse embryonic fibroblasts,fpWNM1,Mouse embryonic fibroblasts,None,CReP+/-; GADD34+/+ (WT),ER,1,GSM1299856
SRR1066894,75449766,3847938066,51,2429,SRX403674,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034858,PRJNA232779,25215492,"",SRS523393,SAMN02566430,simple,10090,Mus musculus,GSM1299857,GEO,SRA122670,08,2014,Reid,Mouse embryonic fibroblasts,fpWNM2,Mouse embryonic fibroblasts,None,CReP+/-; GADD34+/+ (WT),ER,2,GSM1299857
SRR1066895,14492687,739127037,51,505,SRX403675,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034858,PRJNA232779,25215492,"",SRS523394,SAMN02566425,simple,10090,Mus musculus,GSM1299858,GEO,SRA122670,08,2014,Reid,Mouse embryonic fibroblasts,fpWNC1,Mouse embryonic fibroblasts,None,CReP+/-; GADD34+/+ (WT),cyt,1,GSM1299858
SRR1066896,13828174,705236874,51,447,SRX403676,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034858,PRJNA232779,25215492,"",SRS523395,SAMN02566433,simple,10090,Mus musculus,GSM1299859,GEO,SRA122670,08,2014,Reid,Mouse embryonic fibroblasts,fpWNC2,Mouse embryonic fibroblasts,None,CReP+/-; GADD34+/+ (WT),cyt,2,GSM1299859
SRR1066897,31585254,1610847954,51,993,SRX403677,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034858,PRJNA232779,25215492,"",SRS523396,SAMN02566429,simple,10090,Mus musculus,GSM1299860,GEO,SRA122670,08,2014,Reid,Mouse embryonic fibroblasts,mRNAWNM1,Mouse embryonic fibroblasts,None,CReP+/-; GADD34+/+ (WT),ER,1,GSM1299860
SRR1066898,29837089,1521691539,51,939,SRX403678,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034858,PRJNA232779,25215492,"",SRS523397,SAMN02566431,simple,10090,Mus musculus,GSM1299861,GEO,SRA122670,08,2014,Reid,Mouse embryonic fibroblasts,mRNAWNM2,Mouse embryonic fibroblasts,None,CReP+/-; GADD34+/+ (WT),ER,2,GSM1299861
SRR1066899,25438907,1297384257,51,810,SRX403679,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034858,PRJNA232779,25215492,"",SRS523398,SAMN02566424,simple,10090,Mus musculus,GSM1299862,GEO,SRA122670,08,2014,Reid,Mouse embryonic fibroblasts,mRNAWNC1,Mouse embryonic fibroblasts,None,CReP+/-; GADD34+/+ (WT),cyt,1,GSM1299862
SRR1066900,27833047,1419485397,51,887,SRX403680,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034858,PRJNA232779,25215492,"",SRS523399,SAMN02566427,simple,10090,Mus musculus,GSM1299863,GEO,SRA122670,08,2014,Reid,Mouse embryonic fibroblasts,mRNAWNC2,Mouse embryonic fibroblasts,None,CReP+/-; GADD34+/+ (WT),cyt,2,GSM1299863
SRR1066901,34274786,1748014086,51,1180,SRX403681,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034858,PRJNA232779,25215492,"",SRS523400,SAMN02566428,simple,10090,Mus musculus,GSM1299864,GEO,SRA122670,08,2014,Reid,Mouse embryonic fibroblasts,fpW05M1,Mouse embryonic fibroblasts,0.5 h Tg,CReP+/-; GADD34+/+ (WT),ER,1,GSM1299864
SRR1066902,44962240,2293074240,51,1455,SRX403682,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034858,PRJNA232779,25215492,"",SRS523401,SAMN02566435,simple,10090,Mus musculus,GSM1299865,GEO,SRA122670,08,2014,Reid,Mouse embryonic fibroblasts,fpW05M2,Mouse embryonic fibroblasts,0.5 h Tg,CReP+/-; GADD34+/+ (WT),ER,2,GSM1299865
SRR1066903,17607850,898000350,51,589,SRX403683,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034858,PRJNA232779,25215492,"",SRS523402,SAMN02566426,simple,10090,Mus musculus,GSM1299866,GEO,SRA122670,08,2014,Reid,Mouse embryonic fibroblasts,fpW05C1,Mouse embryonic fibroblasts,0.5 h Tg,CReP+/-; GADD34+/+ (WT),cyt,1,GSM1299866
SRR1066904,8004515,408230265,51,258,SRX403684,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034858,PRJNA232779,25215492,"",SRS523403,SAMN02566432,simple,10090,Mus musculus,GSM1299867,GEO,SRA122670,08,2014,Reid,Mouse embryonic fibroblasts,fpW05C2,Mouse embryonic fibroblasts,0.5 h Tg,CReP+/-; GADD34+/+ (WT),cyt,2,GSM1299867
SRR1066905,24469550,1247947050,51,774,SRX403685,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034858,PRJNA232779,25215492,"",SRS523404,SAMN02566434,simple,10090,Mus musculus,GSM1299868,GEO,SRA122670,08,2014,Reid,Mouse embryonic fibroblasts,mRNAW05M1,Mouse embryonic fibroblasts,0.5 h Tg,CReP+/-; GADD34+/+ (WT),ER,1,GSM1299868
SRR1066906,29148170,1486556670,51,920,SRX403686,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034858,PRJNA232779,25215492,"",SRS523405,SAMN02566497,simple,10090,Mus musculus,GSM1299869,GEO,SRA122670,08,2014,Reid,Mouse embryonic fibroblasts,mRNAW05M2,Mouse embryonic fibroblasts,0.5 h Tg,CReP+/-; GADD34+/+ (WT),ER,2,GSM1299869
