Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain background,strain,genotype/variation,molecule subtype,GEO Accession
SRR8668645,38726483,5808972450,150,2344,SRX5464653,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP187517,PRJNA525595,32723820,"",SRS4438529,SAMN11054005,simple,1772,Mycolicibacterium smegmatis,GSM3639484,GEO,SRA856053,04,2019,Chen,StrainA-AltRibo,StrainA-AltRibo-Rep1,StrainA-AltRibo,M. smegmatis mc2 155,StrainA,Endogeneous AltRpsR labeled with 3Flag tag; Endogeneous CanRpsR labeled with 3HA tag,ribosome footprints,GSM3639484
SRR8668646,57296954,8594543100,150,3335,SRX5464654,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP187517,PRJNA525595,32723820,"",SRS4438530,SAMN11054020,simple,1772,Mycolicibacterium smegmatis,GSM3639485,GEO,SRA856053,04,2019,Chen,StrainA-AltRibo,StrainA-AltRibo-Rep2,StrainA-AltRibo,M. smegmatis mc2 155,StrainA,Endogeneous AltRpsR labeled with 3Flag tag; Endogeneous CanRpsR labeled with 3HA tag,ribosome footprints,GSM3639485
SRR8668647,30959438,4643915700,150,1819,SRX5464655,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP187517,PRJNA525595,32723820,"",SRS4438531,SAMN11054019,simple,1772,Mycolicibacterium smegmatis,GSM3639486,GEO,SRA856053,04,2019,Chen,StrainA-CanRibo,StrainA-CanRibo-Rep1,StrainA-CanRibo,M. smegmatis mc2 155,StrainA,Endogeneous AltRpsR labeled with 3Flag tag; Endogeneous CanRpsR labeled with 3HA tag,ribosome footprints,GSM3639486
SRR8668648,51751141,7762671150,150,3072,SRX5464656,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP187517,PRJNA525595,32723820,"",SRS4438532,SAMN11054018,simple,1772,Mycolicibacterium smegmatis,GSM3639487,GEO,SRA856053,04,2019,Chen,StrainA-CanRibo,StrainA-CanRibo-Rep2,StrainA-CanRibo,M. smegmatis mc2 155,StrainA,Endogeneous AltRpsR labeled with 3Flag tag; Endogeneous CanRpsR labeled with 3HA tag,ribosome footprints,GSM3639487
SRR8668649,50602266,7590339900,150,2941,SRX5464657,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP187517,PRJNA525595,32723820,"",SRS4438533,SAMN11054017,simple,1772,Mycolicibacterium smegmatis,GSM3639488,GEO,SRA856053,04,2019,Chen,StrainA-TotalRibo,StrainA-TotalRibo-Rep1,StrainA-TotalRibo,M. smegmatis mc2 155,StrainA,Endogeneous AltRpsR labeled with 3Flag tag; Endogeneous CanRpsR labeled with 3HA tag,ribosome footprints,GSM3639488
SRR8668650,37096836,5564525400,150,2213,SRX5464658,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP187517,PRJNA525595,32723820,"",SRS4438534,SAMN11054016,simple,1772,Mycolicibacterium smegmatis,GSM3639489,GEO,SRA856053,04,2019,Chen,StrainA-TotalRibo,StrainA-TotalRibo-Rep2,StrainA-TotalRibo,M. smegmatis mc2 155,StrainA,Endogeneous AltRpsR labeled with 3Flag tag; Endogeneous CanRpsR labeled with 3HA tag,ribosome footprints,GSM3639489
SRR8668651,17343753,5203125900,150,1993,SRX5464659,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP187517,PRJNA525595,32723820,"",SRS4438535,SAMN11054015,simple,1772,Mycolicibacterium smegmatis,GSM3639490,GEO,SRA856053,04,2019,Chen,StrainA-TotalmRNA,StrainA-TotalmRNA-Rep1,StrainA-TotalmRNA,M. smegmatis mc2 155,StrainA,Endogeneous AltRpsR labeled with 3Flag tag; Endogeneous CanRpsR labeled with 3HA tag,total RNA,GSM3639490
SRR8668652,19770364,5931109200,150,2265,SRX5464660,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP187517,PRJNA525595,32723820,"",SRS4438536,SAMN11054014,simple,1772,Mycolicibacterium smegmatis,GSM3639491,GEO,SRA856053,04,2019,Chen,StrainA-TotalmRNA,StrainA-TotalmRNA-Rep2,StrainA-TotalmRNA,M. smegmatis mc2 155,StrainA,Endogeneous AltRpsR labeled with 3Flag tag; Endogeneous CanRpsR labeled with 3HA tag,total RNA,GSM3639491
SRR8668653,38544039,5781605850,150,2272,SRX5464661,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP187517,PRJNA525595,32723820,"",SRS4438537,SAMN11054013,simple,1772,Mycolicibacterium smegmatis,GSM3639492,GEO,SRA856053,04,2019,Chen,StrainB-AltRibo,StrainB-AltRibo-Rep1,StrainB-AltRibo,M. smegmatis mc2 155,StrainB,Endogeneous AltRpsR labeled with 3HA tag; Endogeneous CanRpsR labeled with 3Flag tag,ribosome footprints,GSM3639492
SRR8668654,36950576,5542586400,150,2171,SRX5464662,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP187517,PRJNA525595,32723820,"",SRS4438538,SAMN11054012,simple,1772,Mycolicibacterium smegmatis,GSM3639493,GEO,SRA856053,04,2019,Chen,StrainB-AltRibo,StrainB-AltRibo-Rep2,StrainB-AltRibo,M. smegmatis mc2 155,StrainB,Endogeneous AltRpsR labeled with 3HA tag; Endogeneous CanRpsR labeled with 3Flag tag,ribosome footprints,GSM3639493
