Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,GEO Accession
SRR7243179,24701196,1259760996,51,454,SRX4148916,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP149465,PRJNA474005,31043480,"",SRS3362508,SAMN09289685,simple,6239,Caenorhabditis elegans,GSM3168438,GEO,SRA713272,06,2018,Ipson,whole worm,WT rep1,whole worm,N2,GSM3168438
SRR7243180,22061148,1125118548,51,408,SRX4148917,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP149465,PRJNA474005,31043480,"",SRS3362507,SAMN09289684,simple,6239,Caenorhabditis elegans,GSM3168439,GEO,SRA713272,06,2018,Ipson,whole worm,WT rep2,whole worm,N2,GSM3168439
SRR7243181,20886161,1065194211,51,386,SRX4148918,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP149465,PRJNA474005,31043480,"",SRS3362511,SAMN09289683,simple,6239,Caenorhabditis elegans,GSM3168440,GEO,SRA713272,06,2018,Ipson,whole worm,WT rep3,whole worm,N2,GSM3168440
SRR7243182,25775847,1314568197,51,476,SRX4148919,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP149465,PRJNA474005,31043480,"",SRS3362510,SAMN09289682,simple,6239,Caenorhabditis elegans,GSM3168441,GEO,SRA713272,06,2018,Ipson,whole worm,WT rep4,whole worm,N2,GSM3168441
SRR7243183,23334334,1190051034,51,430,SRX4148920,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP149465,PRJNA474005,31043480,"",SRS3362509,SAMN09289681,simple,6239,Caenorhabditis elegans,GSM3168442,GEO,SRA713272,06,2018,Ipson,whole worm,WT rep5,whole worm,N2,GSM3168442
SRR7243184,21425494,1092700194,51,398,SRX4148921,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP149465,PRJNA474005,31043480,"",SRS3362512,SAMN09289680,simple,6239,Caenorhabditis elegans,GSM3168443,GEO,SRA713272,06,2018,Ipson,whole worm,F01D4.5(baf20) rep1,whole worm,F01D4.5(baf20),GSM3168443
SRR7243185,21438089,1093342539,51,398,SRX4148922,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP149465,PRJNA474005,31043480,"",SRS3362513,SAMN09289689,simple,6239,Caenorhabditis elegans,GSM3168444,GEO,SRA713272,06,2018,Ipson,whole worm,F01D4.5(baf20) rep2,whole worm,F01D4.5(baf20),GSM3168444
SRR7243186,23025630,1174307130,51,427,SRX4148923,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP149465,PRJNA474005,31043480,"",SRS3362514,SAMN09289688,simple,6239,Caenorhabditis elegans,GSM3168445,GEO,SRA713272,06,2018,Ipson,whole worm,F01D4.5(baf20) rep3,whole worm,F01D4.5(baf20),GSM3168445
SRR7243187,24881037,1268932887,51,459,SRX4148924,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP149465,PRJNA474005,31043480,"",SRS3362515,SAMN09289687,simple,6239,Caenorhabditis elegans,GSM3168446,GEO,SRA713272,06,2018,Ipson,whole worm,F01D4.5(baf20) rep4,whole worm,F01D4.5(baf20),GSM3168446
SRR7243188,22916664,1168749864,51,425,SRX4148925,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP149465,PRJNA474005,31043480,"",SRS3362516,SAMN09289686,simple,6239,Caenorhabditis elegans,GSM3168447,GEO,SRA713272,06,2018,Ipson,whole worm,F01D4.5(baf20) rep5,whole worm,F01D4.5(baf20),GSM3168447
