Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,Sex,age,timepoint,GEO Accession
SRR3494961,84011453,8485156753,101,4562,SRX1754774,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074765,PRJNA321185,28622766,"",SRS1431704,SAMN04967998,simple,10090,Mus musculus,GSM2149102,GEO,SRA424589,04,2017,Castelo-Szekely,kidney,"RP_ZT0_1; ZT0, ribosome footprint, rep1",kidney,C57BL/6JRj,male,11-12 weeks,ZT0,GSM2149102
SRR3494962,66801609,6746962509,101,3875,SRX1754775,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074765,PRJNA321185,28622766,"",SRS1431705,SAMN04967999,simple,10090,Mus musculus,GSM2149103,GEO,SRA424589,04,2017,Castelo-Szekely,kidney,"RP_ZT0_2; ZT0, ribosome footprint, rep2",kidney,C57BL/6JRj,male,11-12 weeks,ZT0,GSM2149103
SRR3494963,25717173,2597434473,101,1492,SRX1754775,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074765,PRJNA321185,28622766,"",SRS1431705,SAMN04967999,simple,10090,Mus musculus,GSM2149103,GEO,SRA424589,04,2017,Castelo-Szekely,kidney,"RP_ZT0_2; ZT0, ribosome footprint, rep2",kidney,C57BL/6JRj,male,11-12 weeks,ZT2,GSM2149104
SRR3494964,76173806,7693554406,101,4348,SRX1754776,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074765,PRJNA321185,28622766,"",SRS1431707,SAMN04968000,simple,10090,Mus musculus,GSM2149104,GEO,SRA424589,04,2017,Castelo-Szekely,kidney,"RP_ZT2_1; ZT2, ribosome footprint, rep1",kidney,C57BL/6JRj,male,11-12 weeks,ZT2,GSM2149105
SRR3494965,35271172,3562388372,101,2021,SRX1754776,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074765,PRJNA321185,28622766,"",SRS1431707,SAMN04968000,simple,10090,Mus musculus,GSM2149104,GEO,SRA424589,04,2017,Castelo-Szekely,kidney,"RP_ZT2_1; ZT2, ribosome footprint, rep1",kidney,C57BL/6JRj,male,11-12 weeks,ZT4,GSM2149106
SRR3494966,52416474,5294063874,101,3093,SRX1754777,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074765,PRJNA321185,28622766,"",SRS1431706,SAMN04968001,simple,10090,Mus musculus,GSM2149105,GEO,SRA424589,04,2017,Castelo-Szekely,kidney,"RP_ZT2_2; ZT2, ribosome footprint, rep2",kidney,C57BL/6JRj,male,11-12 weeks,ZT4,GSM2149107
SRR3494967,25897822,2615680022,101,1511,SRX1754777,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074765,PRJNA321185,28622766,"",SRS1431706,SAMN04968001,simple,10090,Mus musculus,GSM2149105,GEO,SRA424589,04,2017,Castelo-Szekely,kidney,"RP_ZT2_2; ZT2, ribosome footprint, rep2",kidney,C57BL/6JRj,male,11-12 weeks,ZT6,GSM2149108
SRR3494968,62537607,6316298307,101,3508,SRX1754778,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074765,PRJNA321185,28622766,"",SRS1431708,SAMN04968003,simple,10090,Mus musculus,GSM2149106,GEO,SRA424589,04,2017,Castelo-Szekely,kidney,"RP_ZT4_1; ZT4, ribosome footprint, rep1",kidney,C57BL/6JRj,male,11-12 weeks,ZT6,GSM2149109
SRR3494969,22486143,2271100443,101,1262,SRX1754778,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074765,PRJNA321185,28622766,"",SRS1431708,SAMN04968003,simple,10090,Mus musculus,GSM2149106,GEO,SRA424589,04,2017,Castelo-Szekely,kidney,"RP_ZT4_1; ZT4, ribosome footprint, rep1",kidney,C57BL/6JRj,male,11-12 weeks,ZT8,GSM2149110
SRR3494970,23966040,2420570040,101,1558,SRX1754779,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074765,PRJNA321185,28622766,"",SRS1431709,SAMN04968004,simple,10090,Mus musculus,GSM2149107,GEO,SRA424589,04,2017,Castelo-Szekely,kidney,"RP_ZT4_2; ZT4, ribosome footprint, rep2",kidney,C57BL/6JRj,male,11-12 weeks,ZT8,GSM2149111
SRR3494971,26363054,2662668454,101,1482,SRX1754779,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074765,PRJNA321185,28622766,"",SRS1431709,SAMN04968004,simple,10090,Mus musculus,GSM2149107,GEO,SRA424589,04,2017,Castelo-Szekely,kidney,"RP_ZT4_2; ZT4, ribosome footprint, rep2",kidney,C57BL/6JRj,male,11-12 weeks,ZT10,GSM2149112
