Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,GEO Accession
SRR1688540,20266793,810671720,40,570,SRX793378,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP050443,PRJNA269069,25538139,"",SRS777166,SAMN03248314,simple,4932,Saccharomyces cerevisiae,GSM1557442,GEO,SRA207237,01,2015,Pop,yeast,WT mrna,yeast,S288C,GSM1557442
SRR1688541,19660626,786425040,40,555,SRX793379,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP050443,PRJNA269069,25538139,"",SRS777165,SAMN03248317,simple,4932,Saccharomyces cerevisiae,GSM1557443,GEO,SRA207237,01,2015,Pop,yeast,ACA-K mrna,yeast,S288C,GSM1557443
SRR1688542,17577448,703097920,40,507,SRX793380,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP050443,PRJNA269069,25538139,"",SRS777167,SAMN03248311,simple,4932,Saccharomyces cerevisiae,GSM1557444,GEO,SRA207237,01,2015,Pop,yeast,WT-URA mrna,yeast,S288C,GSM1557444
SRR1688543,20326617,813064680,40,577,SRX793381,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP050443,PRJNA269069,25538139,"",SRS777168,SAMN03248312,simple,4932,Saccharomyces cerevisiae,GSM1557445,GEO,SRA207237,01,2015,Pop,yeast,AGG-OE mrna,yeast,S288C,GSM1557445
SRR1688544,20104850,804194000,40,574,SRX793382,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP050443,PRJNA269069,25538139,"",SRS777170,SAMN03248316,simple,4932,Saccharomyces cerevisiae,GSM1557446,GEO,SRA207237,01,2015,Pop,yeast,AGG-QC mrna,yeast,S288C,GSM1557446
SRR1688545,121550827,3530817956,29,2107,SRX793383,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP050443,PRJNA269069,25538139,"",SRS777169,SAMN03248313,simple,4932,Saccharomyces cerevisiae,GSM1557447,GEO,SRA207237,01,2015,Pop,yeast,WT footprint,yeast,S288C,GSM1557447
SRR1688546,214129701,10920614751,51,7266,SRX793384,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP050443,PRJNA269069,25538139,"",SRS777172,SAMN03248310,simple,4932,Saccharomyces cerevisiae,GSM1557448,GEO,SRA207237,01,2015,Pop,yeast,ACA-K footprint,yeast,S288C,GSM1557448
SRR1688547,18391504,735660160,40,517,SRX793385,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP050443,PRJNA269069,25538139,"",SRS777171,SAMN03248315,simple,4932,Saccharomyces cerevisiae,GSM1557449,GEO,SRA207237,01,2015,Pop,yeast,WT-URA footprint,yeast,S288C,GSM1557449
SRR1688548,20007427,800297080,40,566,SRX793386,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP050443,PRJNA269069,25538139,"",SRS777173,SAMN03248308,simple,4932,Saccharomyces cerevisiae,GSM1557450,GEO,SRA207237,01,2015,Pop,yeast,AGG-OE footprint,yeast,S288C,GSM1557450
SRR1688549,19026064,761042560,40,541,SRX793387,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP050443,PRJNA269069,25538139,"",SRS777174,SAMN03248309,simple,4932,Saccharomyces cerevisiae,GSM1557451,GEO,SRA207237,01,2015,Pop,yeast,AGG-QC footprint,yeast,S288C,GSM1557451
