Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,cultivar,age,geo_loc_name,tissue,collected_by,collection_date,disease_stage,genotype,sample_type,treatment,replicate,BioSampleModel
SRR24083070,187875493,18787549300,100,5080,SRX19883982,S01,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP431103,PRJNA950066,1,"",SRS17238227,SAMN33970952,simple,3702,Arabidopsis thaliana,S01_ribo_mock_5dpi,Iowa State University,SRA1612614,06,2023,Makar,"","",Col 0,1 month,USA: Iowa,Whole leaf,"Kanodia, Pulkit",2021-03-17,5 days post infection,dcl2-1/dcl4-2t double knock-out; Germplasm CS66078,Ribo-seq,Mock,1,Plant
SRR24083069,181337865,18133786500,100,4879,SRX19883983,S02,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP431103,PRJNA950066,1,"",SRS17238228,SAMN33970953,simple,3702,Arabidopsis thaliana,S02_ribo_mock_5dpi,Iowa State University,SRA1612614,06,2023,Makar,"","",Col 0,1 month,USA: Iowa,Whole leaf,"Kanodia, Pulkit",2021-03-17,5 days post infection,dcl2-1/dcl4-2t double knock-out; Germplasm CS66078,Ribo-seq,Mock,2,Plant
SRR24083068,86384905,8638490500,100,2461,SRX19883984,S12,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP431103,PRJNA950066,1,"",SRS17238229,SAMN33970962,simple,3702,Arabidopsis thaliana,S12_ribo_mock_8dpi,Iowa State University,SRA1612614,06,2023,Makar,"","",Col 0,1 month,USA: Iowa,Whole leaf,"Kanodia, Pulkit",2021-03-20,8 days post infection,dcl2-1/dcl4-2t double knock-out; Germplasm CS66078,Ribo-seq,Mock,11,Plant
SRR24083067,158386526,15838652600,100,4878,SRX19883985,S13,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP431103,PRJNA950066,1,"",SRS17238230,SAMN33970963,simple,3702,Arabidopsis thaliana,S13_ribo_mock_8dpi,Iowa State University,SRA1612614,06,2023,Makar,"","",Col 0,1 month,USA: Iowa,Whole leaf,"Kanodia, Pulkit",2021-03-20,8 days post infection,dcl2-1/dcl4-2t double knock-out; Germplasm CS66078,Ribo-seq,Mock,12,Plant
SRR24083066,117551451,11755145100,100,3196,SRX19883986,S14,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP431103,PRJNA950066,1,"",SRS17238232,SAMN33970964,simple,3702,Arabidopsis thaliana,S14_ribo_mock_8dpi,Iowa State University,SRA1612614,06,2023,Makar,"","",Col 0,1 month,USA: Iowa,Whole leaf,"Kanodia, Pulkit",2021-03-20,8 days post infection,dcl2-1/dcl4-2t double knock-out; Germplasm CS66078,Ribo-seq,Mock,13,Plant
SRR24083065,90661540,9066154000,100,2490,SRX19883987,S16,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP431103,PRJNA950066,1,"",SRS17238231,SAMN33970965,simple,3702,Arabidopsis thaliana,S16_ribo_RCNMV_8dpi,Iowa State University,SRA1612614,06,2023,Makar,"","",Col 0,1 month,USA: Iowa,Whole leaf,"Kanodia, Pulkit",2021-03-20,8 days post infection,dcl2-1/dcl4-2t double knock-out; Germplasm CS66078,Ribo-seq,RCNMV,14,Plant
SRR24083064,76342021,7634202100,100,2303,SRX19883988,S17,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP431103,PRJNA950066,1,"",SRS17238233,SAMN33970966,simple,3702,Arabidopsis thaliana,S17_ribo_RCNMV_8dpi,Iowa State University,SRA1612614,06,2023,Makar,"","",Col 0,1 month,USA: Iowa,Whole leaf,"Kanodia, Pulkit",2021-03-20,8 days post infection,dcl2-1/dcl4-2t double knock-out; Germplasm CS66078,Ribo-seq,RCNMV,15,Plant
SRR24083063,116714763,11671476300,100,3213,SRX19883989,S18,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP431103,PRJNA950066,1,"",SRS17238234,SAMN33970967,simple,3702,Arabidopsis thaliana,S18_ribo_RCNMV_8dpi,Iowa State University,SRA1612614,06,2023,Makar,"","",Col 0,1 month,USA: Iowa,Whole leaf,"Kanodia, Pulkit",2021-03-20,8 days post infection,dcl2-1/dcl4-2t double knock-out; Germplasm CS66078,Ribo-seq,RCNMV,16,Plant
SRR24083062,129896312,12989631200,100,3630,SRX19883990,S19,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP431103,PRJNA950066,1,"",SRS17238235,SAMN33970968,simple,3702,Arabidopsis thaliana,S19_ribo_RCNMV_8dpi,Iowa State University,SRA1612614,06,2023,Makar,"","",Col 0,1 month,USA: Iowa,Whole leaf,"Kanodia, Pulkit",2021-03-20,8 days post infection,dcl2-1/dcl4-2t double knock-out; Germplasm CS66078,Ribo-seq,RCNMV,17,Plant
SRR24083061,87428067,8742806700,100,2422,SRX19883991,S20,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP431103,PRJNA950066,1,"",SRS17238236,SAMN33970969,simple,3702,Arabidopsis thaliana,S20_ribo_RCNMV_8dpi,Iowa State University,SRA1612614,06,2023,Makar,"","",Col 0,1 month,USA: Iowa,Whole leaf,"Kanodia, Pulkit",2021-03-20,8 days post infection,dcl2-1/dcl4-2t double knock-out; Germplasm CS66078,Ribo-seq,RCNMV,18,Plant
SRR24083060,46814740,4681474000,100,1321,SRX19883992,S21,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP431103,PRJNA950066,1,"",SRS17238237,SAMN33970970,simple,3702,Arabidopsis thaliana,S21_rna_mock_5dpi,Iowa State University,SRA1612614,06,2023,Makar,"","",Col 0,1 month,USA: Iowa,Whole leaf,"Kanodia, Pulkit",2021-03-17,5 days post infection,dcl2-1/dcl4-2t double knock-out; Germplasm CS66078,RNA-seq,Mock,1,Plant
SRR24083059,78261515,7826151500,100,2292,SRX19883993,S22,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP431103,PRJNA950066,1,"",SRS17238238,SAMN33970971,simple,3702,Arabidopsis thaliana,S22_rna_mock_5dpi,Iowa State University,SRA1612614,06,2023,Makar,"","",Col 0,1 month,USA: Iowa,Whole leaf,"Kanodia, Pulkit",2021-03-17,5 days post infection,dcl2-1/dcl4-2t double knock-out; Germplasm CS66078,RNA-seq,Mock,2,Plant
SRR24083058,103477529,10347752900,100,2826,SRX19883994,S03,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP431103,PRJNA950066,1,"",SRS17238239,SAMN33970954,simple,3702,Arabidopsis thaliana,S03_ribo_mock_5dpi,Iowa State University,SRA1612614,06,2023,Makar,"","",Col 0,1 month,USA: Iowa,Whole leaf,"Kanodia, Pulkit",2021-03-17,5 days post infection,dcl2-1/dcl4-2t double knock-out; Germplasm CS66078,Ribo-seq,Mock,3,Plant
SRR24083057,99153865,9915386500,100,2848,SRX19883995,S23,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP431103,PRJNA950066,1,"",SRS17238240,SAMN33970972,simple,3702,Arabidopsis thaliana,S23_rna_mock_5dpi,Iowa State University,SRA1612614,06,2023,Makar,"","",Col 0,1 month,USA: Iowa,Whole leaf,"Kanodia, Pulkit",2021-03-17,5 days post infection,dcl2-1/dcl4-2t double knock-out; Germplasm CS66078,RNA-seq,Mock,3,Plant
SRR24083056,52194719,5219471900,100,1474,SRX19883996,S24,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP431103,PRJNA950066,1,"",SRS17238241,SAMN33970973,simple,3702,Arabidopsis thaliana,S24_rna_mock_5dpi,Iowa State University,SRA1612614,06,2023,Makar,"","",Col 0,1 month,USA: Iowa,Whole leaf,"Kanodia, Pulkit",2021-03-17,5 days post infection,dcl2-1/dcl4-2t double knock-out; Germplasm CS66078,RNA-seq,Mock,4,Plant
SRR24083055,72469900,7246990000,100,2035,SRX19883997,S26,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP431103,PRJNA950066,1,"",SRS17238242,SAMN33970974,simple,3702,Arabidopsis thaliana,S26_rna_RCNMV_5dpi,Iowa State University,SRA1612614,06,2023,Makar,"","",Col 0,1 month,USA: Iowa,Whole leaf,"Kanodia, Pulkit",2021-03-17,5 days post infection,dcl2-1/dcl4-2t double knock-out; Germplasm CS66078,RNA-seq,RCNMV,5,Plant
SRR24083054,69778051,6977805100,100,1969,SRX19883998,S27,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP431103,PRJNA950066,1,"",SRS17238243,SAMN33970975,simple,3702,Arabidopsis thaliana,S27_rna_RCNMV_5dpi,Iowa State University,SRA1612614,06,2023,Makar,"","",Col 0,1 month,USA: Iowa,Whole leaf,"Kanodia, Pulkit",2021-03-17,5 days post infection,dcl2-1/dcl4-2t double knock-out; Germplasm CS66078,RNA-seq,RCNMV,6,Plant
SRR24083053,81147413,8114741300,100,2285,SRX19883999,S28,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP431103,PRJNA950066,1,"",SRS17238244,SAMN33970976,simple,3702,Arabidopsis thaliana,S28_rna_RCNMV_5dpi,Iowa State University,SRA1612614,06,2023,Makar,"","",Col 0,1 month,USA: Iowa,Whole leaf,"Kanodia, Pulkit",2021-03-17,5 days post infection,dcl2-1/dcl4-2t double knock-out; Germplasm CS66078,RNA-seq,RCNMV,7,Plant
SRR24083052,53102293,5310229300,100,1561,SRX19884000,S29,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP431103,PRJNA950066,1,"",SRS17238245,SAMN33970977,simple,3702,Arabidopsis thaliana,S29_rna_RCNMV_5dpi,Iowa State University,SRA1612614,06,2023,Makar,"","",Col 0,1 month,USA: Iowa,Whole leaf,"Kanodia, Pulkit",2021-03-17,5 days post infection,dcl2-1/dcl4-2t double knock-out; Germplasm CS66078,RNA-seq,RCNMV,8,Plant
SRR24083051,40229963,4022996300,100,1236,SRX19884001,S30,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP431103,PRJNA950066,1,"",SRS17238247,SAMN33970978,simple,3702,Arabidopsis thaliana,S30_rna_RCNMV_5dpi,Iowa State University,SRA1612614,06,2023,Makar,"","",Col 0,1 month,USA: Iowa,Whole leaf,"Kanodia, Pulkit",2021-03-17,5 days post infection,dcl2-1/dcl4-2t double knock-out; Germplasm CS66078,RNA-seq,RCNMV,9,Plant
SRR24083050,98652121,9865212100,100,2767,SRX19884002,S31,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP431103,PRJNA950066,1,"",SRS17238246,SAMN33970979,simple,3702,Arabidopsis thaliana,S31_rna_mock_8dpi,Iowa State University,SRA1612614,06,2023,Makar,"","",Col 0,1 month,USA: Iowa,Whole leaf,"Kanodia, Pulkit",2021-03-20,8 days post infection,dcl2-1/dcl4-2t double knock-out; Germplasm CS66078,RNA-seq,Mock,10,Plant
SRR24083049,63900897,6390089700,100,1939,SRX19884003,S32,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP431103,PRJNA950066,1,"",SRS17238248,SAMN33970980,simple,3702,Arabidopsis thaliana,S32_rna_mock_8dpi,Iowa State University,SRA1612614,06,2023,Makar,"","",Col 0,1 month,USA: Iowa,Whole leaf,"Kanodia, Pulkit",2021-03-20,8 days post infection,dcl2-1/dcl4-2t double knock-out; Germplasm CS66078,RNA-seq,Mock,11,Plant
SRR24083048,66761858,6676185800,100,1934,SRX19884004,S33,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP431103,PRJNA950066,1,"",SRS17238249,SAMN33970981,simple,3702,Arabidopsis thaliana,S33_rna_mock_8dpi,Iowa State University,SRA1612614,06,2023,Makar,"","",Col 0,1 month,USA: Iowa,Whole leaf,"Kanodia, Pulkit",2021-03-20,8 days post infection,dcl2-1/dcl4-2t double knock-out; Germplasm CS66078,RNA-seq,Mock,12,Plant
SRR24083047,111277118,11127711800,100,3417,SRX19884005,S04,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP431103,PRJNA950066,1,"",SRS17238250,SAMN33970955,simple,3702,Arabidopsis thaliana,S04_ribo_mock_5dpi,Iowa State University,SRA1612614,06,2023,Makar,"","",Col 0,1 month,USA: Iowa,Whole leaf,"Kanodia, Pulkit",2021-03-17,5 days post infection,dcl2-1/dcl4-2t double knock-out; Germplasm CS66078,Ribo-seq,Mock,4,Plant
